league_avg,home_adv,rho,min_training_matches,matches,accuracy_1x2,accuracy_ou25,log_loss_1x2,log_loss_ou25,score
1.25,1.03,-0.08,100,2714,0.5733235077376566,0.5563743551952837,0.9228949885855606,0.6948840137476721,0.854491696134194
1.15,1.03,-0.08,100,2714,0.5736919675755343,0.554900515843773,0.9252982522564163,0.6973201500905628,0.8569048216066601
