league_avg,home_adv,rho,min_training_matches,matches,accuracy_1x2,accuracy_ou25,log_loss_1x2,log_loss_ou25,score
1.05,1.12,-0.12,300,2514,0.5839299920445505,0.5409705648369133,0.9026727301718996,0.7164110261690309,0.8467942189710389
1.35,1.0,-0.12,300,2514,0.5803500397772474,0.5624502784407319,0.910395526627251,0.6984678904772181,0.846817235782241
1.15,1.04,0.0,300,2514,0.581145584725537,0.5525059665871122,0.9077818614873704,0.706442477590378,0.8473800463182727
1.15,1.04,-0.04,300,2514,0.581145584725537,0.5525059665871122,0.9078069617158459,0.706442477590378,0.8473976164782054
1.15,1.04,-0.08,300,2514,0.5807478122513922,0.5525059665871122,0.9082380233396553,0.706442477590378,0.8476993596148721
1.25,1.0,0.0,300,2514,0.5827366746221162,0.5628480509148767,0.9106226631676835,0.7009343645513476,0.8477161735827827
1.25,1.0,-0.04,300,2514,0.5823389021479713,0.5628480509148767,0.9107988703046603,0.7009343645513476,0.8478395185786665
1.05,1.08,-0.04,300,2514,0.5815433571996818,0.5517104216388226,0.9056695753398699,0.7130410699532442,0.8478810237238822
1.05,1.08,0.0,300,2514,0.5819411296738266,0.5517104216388226,0.9057926503240156,0.7130410699532442,0.8479671762127841
1.05,1.08,-0.08,300,2514,0.5819411296738266,0.5517104216388226,0.9059474477070585,0.7130410699532442,0.8480755343809141
1.25,1.0,-0.08,300,2514,0.5815433571996818,0.5628480509148767,0.9113851630275093,0.7009343645513476,0.8482499234846608
1.15,1.04,-0.12,300,2514,0.5803500397772474,0.5525059665871122,0.9090646840787171,0.706442477590378,0.8482780221322154
1.05,1.08,-0.12,300,2514,0.5819411296738266,0.5517104216388226,0.9066159522290886,0.7130410699532442,0.8485434875463352
1.25,1.0,-0.12,300,2514,0.5791567223548131,0.5628480509148767,0.9123710510731996,0.7009343645513476,0.848940045116644
1.05,1.04,0.0,300,2514,0.5791567223548131,0.5513126491646778,0.9099762271422006,0.7102787570294539,0.8500669861083765
