date,home,away,home_goals,away_goals,competition,is_neutral,city,venue_country,source
2021-03-24,Malta,Russia,1,3,FIFA World Cup qualification,False,Ta' Qali,Malta,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-24,Portugal,Azerbaijan,1,0,FIFA World Cup qualification,True,Turin,Italy,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-24,Saint Kitts and Nevis,Puerto Rico,1,0,FIFA World Cup qualification,True,San Cristóbal,Dominican Republic,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-24,Serbia,Republic of Ireland,3,2,FIFA World Cup qualification,False,Belgrade,Serbia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-24,Slovenia,Croatia,1,0,FIFA World Cup qualification,False,Ljubljana,Slovenia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-24,Suriname,Cayman Islands,3,0,FIFA World Cup qualification,False,Paramaribo,Suriname,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-24,Turkey,Netherlands,4,2,FIFA World Cup qualification,False,Istanbul,Turkey,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-25,Andorra,Albania,0,1,FIFA World Cup qualification,False,Andorra la Vella,Andorra,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-25,Bulgaria,Switzerland,1,3,FIFA World Cup qualification,False,Sofia,Bulgaria,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-25,Canada,Bermuda,5,1,FIFA World Cup qualification,True,Orlando,United States,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-25,Curaçao,Saint Vincent and the Grenadines,5,0,FIFA World Cup qualification,False,Willemstad,Curaçao,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-25,El Salvador,Grenada,2,0,FIFA World Cup qualification,False,San Salvador,El Salvador,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-25,England,San Marino,5,0,FIFA World Cup qualification,False,London,England,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-25,Germany,Iceland,3,0,FIFA World Cup qualification,False,Duisburg,Germany,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-25,Haiti,Belize,2,0,FIFA World Cup qualification,False,Port-au-Prince,Haiti,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-25,Hungary,Poland,3,3,FIFA World Cup qualification,False,Budapest,Hungary,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-25,Israel,Denmark,0,2,FIFA World Cup qualification,False,Tel Aviv,Israel,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-25,Italy,Northern Ireland,2,0,FIFA World Cup qualification,False,Parma,Italy,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-25,Liechtenstein,Armenia,0,1,FIFA World Cup qualification,False,Vaduz,Liechtenstein,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-25,Moldova,Faroe Islands,1,1,FIFA World Cup qualification,False,Chișinău,Moldova,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-25,Panama,Barbados,1,0,FIFA World Cup qualification,True,Santo Domingo,Dominican Republic,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-25,Romania,North Macedonia,3,2,FIFA World Cup qualification,False,Bucharest,Romania,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-25,Scotland,Austria,2,2,FIFA World Cup qualification,False,Glasgow,Scotland,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-25,Spain,Greece,1,1,FIFA World Cup qualification,False,Granada,Spain,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-25,Sweden,Georgia,1,0,FIFA World Cup qualification,False,Stockholm,Sweden,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-25,Tajikistan,Mongolia,3,0,FIFA World Cup qualification,False,Dushanbe,Tajikistan,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-25,Trinidad and Tobago,Guyana,3,0,FIFA World Cup qualification,True,San Cristóbal,Dominican Republic,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-27,Anguilla,Dominican Republic,0,6,FIFA World Cup qualification,True,Fort Lauderdale,United States,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-27,Aruba,Suriname,0,6,FIFA World Cup qualification,True,Bradenton,United States,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-27,Bahamas,Saint Kitts and Nevis,0,4,FIFA World Cup qualification,False,Nassau,Bahamas,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-27,Belarus,Estonia,4,2,FIFA World Cup qualification,False,Minsk,Belarus,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-27,British Virgin Islands,Guatemala,0,3,FIFA World Cup qualification,True,Willemstad,Curaçao,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-27,Croatia,Cyprus,1,0,FIFA World Cup qualification,False,Rijeka,Croatia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-27,Czech Republic,Belgium,1,1,FIFA World Cup qualification,False,Prague,Czech Republic,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-27,Montenegro,Gibraltar,4,1,FIFA World Cup qualification,False,Podgorica,Montenegro,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-27,Netherlands,Latvia,2,0,FIFA World Cup qualification,False,Amsterdam,Netherlands,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-27,Norway,Turkey,0,3,FIFA World Cup qualification,True,Málaga,Spain,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-27,Republic of Ireland,Luxembourg,0,1,FIFA World Cup qualification,False,Dublin,Republic of Ireland,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-27,Russia,Slovenia,2,1,FIFA World Cup qualification,False,Sochi,Russia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-27,Serbia,Portugal,2,2,FIFA World Cup qualification,False,Belgrade,Serbia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-27,Slovakia,Malta,2,2,FIFA World Cup qualification,False,Trnava,Slovakia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-27,Turks and Caicos Islands,Nicaragua,0,7,FIFA World Cup qualification,True,San Cristóbal,Dominican Republic,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-27,United States Virgin Islands,Antigua and Barbuda,0,3,FIFA World Cup qualification,False,Saint Croix,United States Virgin Islands,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-28,Albania,England,0,2,FIFA World Cup qualification,False,Tirana,Albania,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-28,Armenia,Iceland,2,0,FIFA World Cup qualification,False,Yerevan,Armenia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-28,Austria,Faroe Islands,3,1,FIFA World Cup qualification,False,Vienna,Austria,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-28,Bulgaria,Italy,0,2,FIFA World Cup qualification,False,Sofia,Bulgaria,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-28,Cuba,Curaçao,1,2,FIFA World Cup qualification,True,Guatemala City,Guatemala,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-28,Denmark,Moldova,8,0,FIFA World Cup qualification,False,Herning,Denmark,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-28,Dominica,Panama,1,2,FIFA World Cup qualification,True,Santo Domingo,Dominican Republic,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-28,Georgia,Spain,1,2,FIFA World Cup qualification,False,Tbilisi,Georgia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-28,Israel,Scotland,1,1,FIFA World Cup qualification,False,Tel Aviv,Israel,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-28,Kazakhstan,France,0,2,FIFA World Cup qualification,False,Astana,Kazakhstan,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-28,Kosovo,Sweden,0,3,FIFA World Cup qualification,False,Pristina,Kosovo,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-28,Montserrat,El Salvador,1,1,FIFA World Cup qualification,True,Willemstad,Curaçao,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-28,North Macedonia,Liechtenstein,5,0,FIFA World Cup qualification,False,Skopje,North Macedonia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-28,Poland,Andorra,3,0,FIFA World Cup qualification,False,Warsaw,Poland,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-28,Puerto Rico,Trinidad and Tobago,1,1,FIFA World Cup qualification,False,Mayagüez,Puerto Rico,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-28,Romania,Germany,0,1,FIFA World Cup qualification,False,Bucharest,Romania,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-28,San Marino,Hungary,0,3,FIFA World Cup qualification,False,Serravalle,San Marino,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-28,Switzerland,Lithuania,1,0,FIFA World Cup qualification,False,St. Gallen,Switzerland,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-28,Ukraine,Finland,1,1,FIFA World Cup qualification,False,Kyiv,Ukraine,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-29,Cayman Islands,Canada,0,11,FIFA World Cup qualification,True,Bradenton,United States,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-30,Azerbaijan,Serbia,1,2,FIFA World Cup qualification,False,Baku,Azerbaijan,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-30,Barbados,Anguilla,1,0,FIFA World Cup qualification,True,Santo Domingo,Dominican Republic,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-30,Belgium,Belarus,8,0,FIFA World Cup qualification,False,Leuven,Belgium,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-30,Belize,Turks and Caicos Islands,5,0,FIFA World Cup qualification,True,San Cristóbal,Dominican Republic,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-30,Bermuda,Aruba,5,0,FIFA World Cup qualification,True,Bradenton,United States,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-30,Croatia,Malta,3,0,FIFA World Cup qualification,False,Rijeka,Croatia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-30,Cyprus,Slovenia,1,0,FIFA World Cup qualification,False,Nicosia,Cyprus,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-30,Gibraltar,Netherlands,0,7,FIFA World Cup qualification,False,Gibraltar,Gibraltar,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-30,Grenada,United States Virgin Islands,1,0,FIFA World Cup qualification,False,St. George's,Grenada,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-30,Guyana,Bahamas,4,0,FIFA World Cup qualification,True,Santo Domingo,Dominican Republic,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-30,Japan,Mongolia,14,0,FIFA World Cup qualification,False,Chiba,Japan,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-30,Luxembourg,Portugal,1,3,FIFA World Cup qualification,False,Luxembourg,Luxembourg,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-30,Montenegro,Norway,0,1,FIFA World Cup qualification,False,Podgorica,Montenegro,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-30,Saint Vincent and the Grenadines,British Virgin Islands,3,0,FIFA World Cup qualification,True,Willemstad,Curaçao,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-30,Saudi Arabia,Palestine,5,0,FIFA World Cup qualification,False,Riyadh,Saudi Arabia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-30,Slovakia,Russia,2,1,FIFA World Cup qualification,False,Trnava,Slovakia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-30,Turkey,Latvia,3,3,FIFA World Cup qualification,False,Istanbul,Turkey,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-30,Wales,Czech Republic,1,0,FIFA World Cup qualification,False,Cardiff,Wales,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-31,Andorra,Hungary,1,4,FIFA World Cup qualification,False,Andorra la Vella,Andorra,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-31,Armenia,Romania,3,2,FIFA World Cup qualification,False,Yerevan,Armenia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-31,Austria,Denmark,0,4,FIFA World Cup qualification,False,Vienna,Austria,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-31,Bosnia and Herzegovina,France,0,1,FIFA World Cup qualification,False,Sarajevo,Bosnia and Herzegovina,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-31,England,Poland,2,1,FIFA World Cup qualification,False,London,England,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-31,Germany,North Macedonia,1,2,FIFA World Cup qualification,False,Duisburg,Germany,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-31,Greece,Georgia,1,1,FIFA World Cup qualification,False,Thessaloniki,Greece,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-31,Liechtenstein,Iceland,1,4,FIFA World Cup qualification,False,Vaduz,Liechtenstein,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-31,Lithuania,Italy,0,2,FIFA World Cup qualification,False,Vilnius,Lithuania,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-31,Moldova,Israel,1,4,FIFA World Cup qualification,False,Chișinău,Moldova,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-31,Northern Ireland,Bulgaria,0,0,FIFA World Cup qualification,False,Belfast,Northern Ireland,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-31,San Marino,Albania,0,2,FIFA World Cup qualification,False,Serravalle,San Marino,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-31,Scotland,Faroe Islands,4,0,FIFA World Cup qualification,False,Glasgow,Scotland,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-31,Spain,Kosovo,3,1,FIFA World Cup qualification,False,Seville,Spain,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-03-31,Ukraine,Kazakhstan,1,1,FIFA World Cup qualification,False,Kyiv,Ukraine,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-05-28,Japan,Myanmar,10,0,FIFA World Cup qualification,False,Chiba,Japan,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-05-30,China,Guam,7,0,FIFA World Cup qualification,False,Suzhou,China,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-02,Cayman Islands,Aruba,1,3,FIFA World Cup qualification,True,Bradenton,United States,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-02,Cuba,British Virgin Islands,5,0,FIFA World Cup qualification,True,Guatemala City,Guatemala,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-02,Dominica,Anguilla,3,0,FIFA World Cup qualification,True,Santo Domingo,Dominican Republic,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-02,Montserrat,United States Virgin Islands,4,0,FIFA World Cup qualification,True,San Cristóbal,Dominican Republic,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-02,Puerto Rico,Bahamas,7,0,FIFA World Cup qualification,False,Mayagüez,Puerto Rico,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-03,Argentina,Chile,1,1,FIFA World Cup qualification,False,Santiago del Estero,Argentina,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-03,Bahrain,Cambodia,8,0,FIFA World Cup qualification,False,Riffa,Bahrain,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-03,Bangladesh,Afghanistan,1,1,FIFA World Cup qualification,True,Doha,Qatar,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-03,Bolivia,Venezuela,3,1,FIFA World Cup qualification,False,La Paz,Bolivia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-03,Iran,Hong Kong,3,1,FIFA World Cup qualification,False,Arad,Iran,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-03,Kuwait,Australia,0,3,FIFA World Cup qualification,False,Kuwait City,Kuwait,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-03,Nepal,Taiwan,2,0,FIFA World Cup qualification,True,Kuwait City,Kuwait,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-03,Palestine,Singapore,4,0,FIFA World Cup qualification,True,Riyadh,Saudi Arabia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-03,Peru,Colombia,0,3,FIFA World Cup qualification,False,Lima,Peru,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-03,Qatar,India,1,0,FIFA World Cup qualification,False,Doha,Qatar,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-03,Thailand,Indonesia,2,2,FIFA World Cup qualification,True,Dubai,United Arab Emirates,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-03,United Arab Emirates,Malaysia,4,0,FIFA World Cup qualification,False,Dubai,United Arab Emirates,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-03,Uruguay,Paraguay,0,0,FIFA World Cup qualification,False,Montevideo,Uruguay,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-04,Antigua and Barbuda,Grenada,1,0,FIFA World Cup qualification,False,North Sound,Antigua and Barbuda,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-04,Brazil,Ecuador,2,0,FIFA World Cup qualification,False,Porto Alegre,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-04,Dominican Republic,Barbados,1,1,FIFA World Cup qualification,False,Santo Domingo,Dominican Republic,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-04,Guatemala,Saint Vincent and the Grenadines,10,0,FIFA World Cup qualification,False,Guatemala City,Guatemala,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-04,Maldives,Syria,0,4,FIFA World Cup qualification,True,Sharjah,United Arab Emirates,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-04,Nicaragua,Belize,3,0,FIFA World Cup qualification,False,Managua,Nicaragua,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-04,Saint Kitts and Nevis,Guyana,3,0,FIFA World Cup qualification,False,Basseterre,Saint Kitts and Nevis,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-04,Suriname,Bermuda,6,0,FIFA World Cup qualification,False,Paramaribo,Suriname,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-05,Aruba,Canada,0,7,FIFA World Cup qualification,True,Bradenton,United States,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-05,Bahamas,Trinidad and Tobago,0,0,FIFA World Cup qualification,False,Nassau,Bahamas,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-05,British Virgin Islands,Curaçao,0,8,FIFA World Cup qualification,True,Guatemala City,Guatemala,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-05,Lebanon,Sri Lanka,3,2,FIFA World Cup qualification,True,Goyang,South Korea,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-05,Panama,Anguilla,13,0,FIFA World Cup qualification,False,Panama City,Panama,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-05,Saudi Arabia,Yemen,3,0,FIFA World Cup qualification,False,Riyadh,Saudi Arabia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-05,South Korea,Turkmenistan,5,0,FIFA World Cup qualification,False,Goyang,South Korea,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-05,Turks and Caicos Islands,Haiti,0,10,FIFA World Cup qualification,False,Providenciales,Turks and Caicos Islands,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-05,United States Virgin Islands,El Salvador,0,7,FIFA World Cup qualification,False,Saint Croix,United States Virgin Islands,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-07,Australia,Taiwan,5,1,FIFA World Cup qualification,True,Kuwait City,Kuwait,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-07,Bahrain,Iran,0,3,FIFA World Cup qualification,False,Riffa,Bahrain,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-07,Bangladesh,India,0,2,FIFA World Cup qualification,True,Doha,Qatar,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-07,China,Philippines,2,0,FIFA World Cup qualification,True,Sharjah,United Arab Emirates,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-07,Guam,Syria,0,3,FIFA World Cup qualification,True,Sharjah,United Arab Emirates,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-07,Iraq,Cambodia,4,1,FIFA World Cup qualification,True,Arad,Iran,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-07,Japan,Tajikistan,4,1,FIFA World Cup qualification,False,Suita,Japan,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-07,Kyrgyzstan,Mongolia,0,1,FIFA World Cup qualification,True,Osaka,Japan,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-07,Nepal,Jordan,0,3,FIFA World Cup qualification,True,Kuwait City,Kuwait,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-07,Qatar,Oman,1,0,FIFA World Cup qualification,False,Doha,Qatar,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-07,United Arab Emirates,Thailand,3,1,FIFA World Cup qualification,False,Dubai,United Arab Emirates,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-07,Uzbekistan,Singapore,5,0,FIFA World Cup qualification,True,Riyadh,Saudi Arabia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-07,Vietnam,Indonesia,4,0,FIFA World Cup qualification,True,Dubai,United Arab Emirates,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-08,Barbados,Dominica,1,1,FIFA World Cup qualification,True,Santo Domingo,Dominican Republic,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-08,Bermuda,Cayman Islands,1,1,FIFA World Cup qualification,True,Bradenton,United States,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-08,Canada,Suriname,4,0,FIFA World Cup qualification,True,Bridgeview,United States,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-08,Chile,Bolivia,1,1,FIFA World Cup qualification,False,Santiago,Chile,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-08,Colombia,Argentina,2,2,FIFA World Cup qualification,False,Barranquilla,Colombia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-08,Curaçao,Guatemala,0,0,FIFA World Cup qualification,False,Willemstad,Curaçao,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-08,Ecuador,Peru,1,2,FIFA World Cup qualification,False,Quito,Ecuador,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-08,El Salvador,Antigua and Barbuda,3,0,FIFA World Cup qualification,False,San Salvador,El Salvador,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-08,Grenada,Montserrat,1,2,FIFA World Cup qualification,False,St. George's,Grenada,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-08,Guyana,Puerto Rico,0,2,FIFA World Cup qualification,True,Basseterre,Saint Kitts and Nevis,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-08,Haiti,Nicaragua,1,0,FIFA World Cup qualification,False,Port-au-Prince,Haiti,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-08,Panama,Dominican Republic,3,0,FIFA World Cup qualification,False,Panama City,Panama,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-08,Paraguay,Brazil,0,2,FIFA World Cup qualification,False,Asunción,Paraguay,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-08,Saint Vincent and the Grenadines,Cuba,0,1,FIFA World Cup qualification,True,St. George's,Grenada,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-08,Trinidad and Tobago,Saint Kitts and Nevis,2,0,FIFA World Cup qualification,True,Santo Domingo,Dominican Republic,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-08,Venezuela,Uruguay,0,0,FIFA World Cup qualification,False,Caracas,Venezuela,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-09,South Korea,Sri Lanka,5,0,FIFA World Cup qualification,False,Goyang,South Korea,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-09,Turkmenistan,Lebanon,3,2,FIFA World Cup qualification,True,Goyang,South Korea,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-11,Afghanistan,Oman,1,2,FIFA World Cup qualification,True,Doha,Qatar,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-11,Cambodia,Iran,0,10,FIFA World Cup qualification,True,Isa Town,Bahrain,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-11,China,Maldives,5,0,FIFA World Cup qualification,True,Sharjah,United Arab Emirates,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-11,Hong Kong,Iraq,0,1,FIFA World Cup qualification,True,Arad,Iran,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-11,Kuwait,Jordan,0,0,FIFA World Cup qualification,False,Kuwait City,Kuwait,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-11,Malaysia,Vietnam,1,2,FIFA World Cup qualification,True,Dubai,United Arab Emirates,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-11,Myanmar,Kyrgyzstan,1,8,FIFA World Cup qualification,True,Osaka,Japan,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-11,Nepal,Australia,0,3,FIFA World Cup qualification,True,Kuwait City,Kuwait,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-11,Philippines,Guam,3,0,FIFA World Cup qualification,True,Sharjah,United Arab Emirates,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-11,Saudi Arabia,Singapore,3,0,FIFA World Cup qualification,False,Riyadh,Saudi Arabia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-11,United Arab Emirates,Indonesia,5,0,FIFA World Cup qualification,False,Dubai,United Arab Emirates,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-11,Yemen,Uzbekistan,0,1,FIFA World Cup qualification,True,Riyadh,Saudi Arabia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-12,Haiti,Canada,0,1,FIFA World Cup qualification,False,Port-au-Prince,Haiti,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-12,Panama,Curaçao,2,1,FIFA World Cup qualification,False,Panama City,Panama,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2021-06-12,Saint Kitts and Nevis,El Salvador,0,4,FIFA World Cup qualification,False,Basseterre,Saint Kitts and Nevis,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
