date,home,away,home_goals,away_goals,competition,is_neutral,city,venue_country,source
2014-06-12,Brazil,Croatia,3,1,FIFA World Cup,False,São Paulo,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-13,Chile,Australia,3,1,FIFA World Cup,True,Cuiabá,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-13,Mexico,Cameroon,1,0,FIFA World Cup,True,Natal,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-13,Spain,Netherlands,1,5,FIFA World Cup,True,Salvador,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-14,Colombia,Greece,3,0,FIFA World Cup,True,Belo Horizonte,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-14,England,Italy,1,2,FIFA World Cup,True,Manaus,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-14,Ivory Coast,Japan,2,1,FIFA World Cup,True,Recife,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-14,Uruguay,Costa Rica,1,3,FIFA World Cup,True,Fortaleza,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-15,Argentina,Bosnia and Herzegovina,2,1,FIFA World Cup,True,Rio de Janeiro,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-15,France,Honduras,3,0,FIFA World Cup,True,Porto Alegre,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-15,Switzerland,Ecuador,2,1,FIFA World Cup,True,Brasília,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-16,Germany,Portugal,4,0,FIFA World Cup,True,Salvador,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-16,Ghana,United States,1,2,FIFA World Cup,True,Natal,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-16,Iran,Nigeria,0,0,FIFA World Cup,True,Curitiba,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-17,Belgium,Algeria,2,1,FIFA World Cup,True,Belo Horizonte,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-17,Brazil,Mexico,0,0,FIFA World Cup,False,Fortaleza,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-17,Russia,South Korea,1,1,FIFA World Cup,True,Cuiabá,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-18,Australia,Netherlands,2,3,FIFA World Cup,True,Curitiba,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-18,Cameroon,Croatia,0,4,FIFA World Cup,True,Manaus,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-18,Spain,Chile,0,2,FIFA World Cup,True,Rio de Janeiro,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-19,Colombia,Ivory Coast,2,1,FIFA World Cup,True,Brasília,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-19,Japan,Greece,0,0,FIFA World Cup,True,Natal,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-19,Uruguay,England,2,1,FIFA World Cup,True,São Paulo,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-20,Honduras,Ecuador,1,2,FIFA World Cup,True,Curitiba,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-20,Italy,Costa Rica,0,1,FIFA World Cup,True,Recife,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-20,Switzerland,France,2,5,FIFA World Cup,True,Salvador,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-21,Argentina,Iran,1,0,FIFA World Cup,True,Belo Horizonte,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-21,Germany,Ghana,2,2,FIFA World Cup,True,Fortaleza,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-21,Nigeria,Bosnia and Herzegovina,1,0,FIFA World Cup,True,Cuiabá,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-22,Belgium,Russia,1,0,FIFA World Cup,True,Rio de Janeiro,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-22,South Korea,Algeria,2,4,FIFA World Cup,True,Porto Alegre,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-22,United States,Portugal,2,2,FIFA World Cup,True,Manaus,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-23,Australia,Spain,0,3,FIFA World Cup,True,Curitiba,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-23,Brazil,Cameroon,4,1,FIFA World Cup,False,Brasília,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-23,Croatia,Mexico,1,3,FIFA World Cup,True,Recife,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-23,Netherlands,Chile,2,0,FIFA World Cup,True,São Paulo,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-24,Costa Rica,England,0,0,FIFA World Cup,True,Belo Horizonte,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-24,Greece,Ivory Coast,2,1,FIFA World Cup,True,Fortaleza,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-24,Italy,Uruguay,0,1,FIFA World Cup,True,Natal,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-24,Japan,Colombia,1,4,FIFA World Cup,True,Cuiabá,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-25,Bosnia and Herzegovina,Iran,3,1,FIFA World Cup,True,Salvador,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-25,Ecuador,France,0,0,FIFA World Cup,True,Rio de Janeiro,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-25,Honduras,Switzerland,0,3,FIFA World Cup,True,Manaus,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-25,Nigeria,Argentina,2,3,FIFA World Cup,True,Porto Alegre,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-26,Algeria,Russia,1,1,FIFA World Cup,True,Curitiba,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-26,Portugal,Ghana,2,1,FIFA World Cup,True,Brasília,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-26,South Korea,Belgium,0,1,FIFA World Cup,True,São Paulo,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-26,United States,Germany,0,1,FIFA World Cup,True,Recife,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-28,Brazil,Chile,1,1,FIFA World Cup,False,Belo Horizonte,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-28,Colombia,Uruguay,2,0,FIFA World Cup,True,Rio de Janeiro,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-29,Costa Rica,Greece,1,1,FIFA World Cup,True,Recife,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-29,Netherlands,Mexico,2,1,FIFA World Cup,True,Fortaleza,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-30,France,Nigeria,2,0,FIFA World Cup,True,Brasília,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-06-30,Germany,Algeria,2,1,FIFA World Cup,True,Porto Alegre,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-07-01,Argentina,Switzerland,1,0,FIFA World Cup,True,São Paulo,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-07-01,Belgium,United States,2,1,FIFA World Cup,True,Salvador,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-07-04,Brazil,Colombia,2,1,FIFA World Cup,False,Fortaleza,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-07-04,France,Germany,0,1,FIFA World Cup,True,Rio de Janeiro,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-07-05,Argentina,Belgium,1,0,FIFA World Cup,True,Brasília,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-07-05,Netherlands,Costa Rica,0,0,FIFA World Cup,True,Salvador,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-07-08,Brazil,Germany,1,7,FIFA World Cup,False,Belo Horizonte,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-07-09,Netherlands,Argentina,0,0,FIFA World Cup,True,São Paulo,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-07-12,Brazil,Netherlands,0,3,FIFA World Cup,False,Brasília,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2014-07-13,Germany,Argentina,1,0,FIFA World Cup,True,Rio de Janeiro,Brazil,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-12,Cambodia,Macau,3,0,FIFA World Cup qualification,False,Phnom Penh,Cambodia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-12,India,Nepal,2,0,FIFA World Cup qualification,False,Guwahati,India,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-12,Sri Lanka,Bhutan,0,1,FIFA World Cup qualification,False,Colombo,Sri Lanka,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-12,Taiwan,Brunei,0,1,FIFA World Cup qualification,False,Kaohsiung,Taiwan,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-12,Timor-Leste,Mongolia,0,3,FIFA World Cup qualification,False,Dili,Timor-Leste,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-12,Yemen,Pakistan,3,1,FIFA World Cup qualification,True,Doha,Qatar,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-17,Bhutan,Sri Lanka,2,1,FIFA World Cup qualification,False,Thimphu,Bhutan,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-17,Brunei,Taiwan,0,2,FIFA World Cup qualification,False,Bandar Seri Begawan,Brunei,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-17,Macau,Cambodia,1,1,FIFA World Cup qualification,False,Taipa,Macau,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-17,Mongolia,Timor-Leste,3,0,FIFA World Cup qualification,False,Ulaanbaatar,Mongolia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-17,Nepal,India,0,0,FIFA World Cup qualification,False,Kathmandu,Nepal,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-22,Barbados,United States Virgin Islands,0,1,FIFA World Cup qualification,False,Bridgetown,Barbados,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-23,Nicaragua,Anguilla,5,0,FIFA World Cup qualification,False,Managua,Nicaragua,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-23,Pakistan,Yemen,0,0,FIFA World Cup qualification,True,Isa Town,Bahrain,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-23,Saint Kitts and Nevis,Turks and Caicos Islands,6,2,FIFA World Cup qualification,False,Basseterre,Saint Kitts and Nevis,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-25,Bahamas,Bermuda,0,5,FIFA World Cup qualification,False,Nassau,Bahamas,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-26,Dominica,British Virgin Islands,3,2,FIFA World Cup qualification,False,Roseau,Dominica,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-26,Turks and Caicos Islands,Saint Kitts and Nevis,2,6,FIFA World Cup qualification,False,Providenciales,Turks and Caicos Islands,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-26,United States Virgin Islands,Barbados,0,4,FIFA World Cup qualification,False,Charlotte Amalie,United States Virgin Islands,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-27,Curaçao,Montserrat,2,1,FIFA World Cup qualification,False,Willemstad,Curaçao,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-29,Anguilla,Nicaragua,0,3,FIFA World Cup qualification,False,The Valley,Anguilla,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-29,Bermuda,Bahamas,3,0,FIFA World Cup qualification,False,Hamilton,Bermuda,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-29,Cayman Islands,Belize,1,1,FIFA World Cup qualification,False,George Town,Cayman Islands,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-29,Dominica,British Virgin Islands,0,0,FIFA World Cup qualification,False,Roseau,Dominica,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-03-31,Montserrat,Curaçao,2,2,FIFA World Cup qualification,False,Lookout,Montserrat,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-05-24,Thailand,Vietnam,1,0,FIFA World Cup qualification,False,Bangkok,Thailand,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-07,Nicaragua,Suriname,1,0,FIFA World Cup qualification,False,Managua,Nicaragua,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-10,Antigua and Barbuda,Saint Lucia,1,3,FIFA World Cup qualification,False,North Sound,Antigua and Barbuda,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-10,Aruba,Barbados,0,2,FIFA World Cup qualification,False,Oranjestad,Aruba,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-10,Curaçao,Cuba,0,0,FIFA World Cup qualification,False,Willemstad,Curaçao,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-10,Saint Vincent and the Grenadines,Guyana,2,2,FIFA World Cup qualification,False,Kingstown,Saint Vincent and the Grenadines,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-11,Afghanistan,Syria,0,6,FIFA World Cup qualification,True,Mashhad,Iran,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-11,Bangladesh,Kyrgyzstan,1,3,FIFA World Cup qualification,False,Dhaka,Bangladesh,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-11,Cambodia,Singapore,0,4,FIFA World Cup qualification,False,Phnom Penh,Cambodia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-11,Dominica,Canada,0,2,FIFA World Cup qualification,False,Roseau,Dominica,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-11,Dominican Republic,Belize,1,2,FIFA World Cup qualification,False,Santo Domingo,Dominican Republic,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-11,Guam,Turkmenistan,1,0,FIFA World Cup qualification,False,Dededo,Guam,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-11,Hong Kong,Bhutan,7,0,FIFA World Cup qualification,False,Kowloon,Hong Kong,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-11,India,Oman,1,2,FIFA World Cup qualification,False,Bengaluru,India,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-11,Laos,Myanmar,2,2,FIFA World Cup qualification,False,Vientiane,Laos,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-11,Lebanon,Kuwait,0,1,FIFA World Cup qualification,False,Sidon,Lebanon,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-11,Malaysia,Timor-Leste,3,0,FIFA World Cup qualification,False,Kuala Lumpur,Malaysia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-11,Maldives,Qatar,0,1,FIFA World Cup qualification,False,Malé,Maldives,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-11,Philippines,Bahrain,2,1,FIFA World Cup qualification,False,Bocaue,Philippines,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-11,Saint Kitts and Nevis,El Salvador,2,2,FIFA World Cup qualification,False,Basseterre,Saint Kitts and Nevis,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-11,Saudi Arabia,Palestine,3,2,FIFA World Cup qualification,False,Dammam,Saudi Arabia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-11,Tajikistan,Jordan,1,3,FIFA World Cup qualification,False,Dushanbe,Tajikistan,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-11,Yemen,North Korea,0,3,FIFA World Cup qualification,True,Doha,Qatar,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-12,Guatemala,Bermuda,0,0,FIFA World Cup qualification,False,Guatemala City,Guatemala,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-12,Puerto Rico,Grenada,1,0,FIFA World Cup qualification,False,Bayamón,Puerto Rico,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-14,Antigua and Barbuda,Saint Lucia,4,1,FIFA World Cup qualification,False,North Sound,Antigua and Barbuda,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-14,Barbados,Aruba,0,3,FIFA World Cup qualification,False,Bridgetown,Barbados,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-14,Belize,Dominican Republic,3,0,FIFA World Cup qualification,False,Belmopan,Belize,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-14,Cuba,Curaçao,1,1,FIFA World Cup qualification,False,Havana,Cuba,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-14,Guyana,Saint Vincent and the Grenadines,4,4,FIFA World Cup qualification,False,Providence,Guyana,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-15,Bermuda,Guatemala,0,1,FIFA World Cup qualification,False,Devonshire Parish,Bermuda,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-16,Bangladesh,Tajikistan,1,1,FIFA World Cup qualification,False,Dhaka,Bangladesh,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-16,Bhutan,China,0,6,FIFA World Cup qualification,False,Thimphu,Bhutan,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-16,Cambodia,Afghanistan,0,1,FIFA World Cup qualification,False,Phnom Penh,Cambodia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-16,Canada,Dominica,4,0,FIFA World Cup qualification,False,Toronto,Canada,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-16,El Salvador,Saint Kitts and Nevis,4,1,FIFA World Cup qualification,False,San Salvador,El Salvador,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-16,Grenada,Puerto Rico,2,0,FIFA World Cup qualification,False,St. George's,Grenada,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-16,Guam,India,2,1,FIFA World Cup qualification,False,Dededo,Guam,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-16,Hong Kong,Maldives,2,0,FIFA World Cup qualification,False,Kowloon,Hong Kong,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-16,Japan,Singapore,0,0,FIFA World Cup qualification,False,Saitama,Japan,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-16,Kyrgyzstan,Australia,1,2,FIFA World Cup qualification,False,Bishkek,Kyrgyzstan,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-16,Laos,Lebanon,0,2,FIFA World Cup qualification,False,Vientiane,Laos,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-16,Malaysia,Palestine,0,6,FIFA World Cup qualification,False,Kuala Lumpur,Malaysia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-16,Myanmar,South Korea,0,2,FIFA World Cup qualification,True,Bangkok,Thailand,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-16,North Korea,Uzbekistan,4,2,FIFA World Cup qualification,False,Pyongyang,North Korea,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-16,Suriname,Nicaragua,1,3,FIFA World Cup qualification,False,Paramaribo,Suriname,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-16,Taiwan,Thailand,0,2,FIFA World Cup qualification,False,Taipei,Taiwan,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-16,Timor-Leste,United Arab Emirates,0,3,FIFA World Cup qualification,True,Shah Alam,Malaysia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-16,Turkmenistan,Iran,1,1,FIFA World Cup qualification,False,Daşoguz,Turkmenistan,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-06-16,Yemen,Philippines,0,2,FIFA World Cup qualification,True,Doha,Qatar,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-08-31,Samoa,American Samoa,3,2,FIFA World Cup qualification,True,‘Atele,Tonga,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-08-31,Tonga,Cook Islands,0,3,FIFA World Cup qualification,False,‘Atele,Tonga,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-02,Cook Islands,Samoa,1,0,FIFA World Cup qualification,True,‘Atele,Tonga,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-02,Tonga,American Samoa,1,2,FIFA World Cup qualification,False,‘Atele,Tonga,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-03,Australia,Bangladesh,5,0,FIFA World Cup qualification,False,Perth,Australia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-03,Bahrain,North Korea,0,1,FIFA World Cup qualification,False,Riffa,Bahrain,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-03,China,Hong Kong,0,0,FIFA World Cup qualification,False,Shenzhen,China,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-03,Iran,Guam,6,0,FIFA World Cup qualification,False,Tehran,Iran,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-03,Iraq,Taiwan,5,1,FIFA World Cup qualification,True,Tehran,Iran,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-03,Japan,Cambodia,3,0,FIFA World Cup qualification,False,Saitama,Japan,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-03,Jordan,Kyrgyzstan,0,0,FIFA World Cup qualification,False,Irbid,Jordan,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-03,Kuwait,Myanmar,9,0,FIFA World Cup qualification,True,Doha,Qatar,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-03,Oman,Turkmenistan,3,1,FIFA World Cup qualification,False,Seeb,Oman,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-03,Qatar,Bhutan,15,0,FIFA World Cup qualification,False,Doha,Qatar,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-03,Saudi Arabia,Timor-Leste,7,0,FIFA World Cup qualification,False,Jeddah,Saudi Arabia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-03,South Korea,Laos,8,0,FIFA World Cup qualification,False,Hwaseong,South Korea,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-03,Syria,Singapore,1,0,FIFA World Cup qualification,True,Muscat,Oman,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-03,United Arab Emirates,Malaysia,10,0,FIFA World Cup qualification,False,Abu Dhabi,United Arab Emirates,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-03,Uzbekistan,Yemen,1,0,FIFA World Cup qualification,False,Tashkent,Uzbekistan,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-04,American Samoa,Cook Islands,2,0,FIFA World Cup qualification,True,‘Atele,Tonga,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-04,Antigua and Barbuda,Guatemala,1,0,FIFA World Cup qualification,False,North Sound,Antigua and Barbuda,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-04,Canada,Belize,3,0,FIFA World Cup qualification,False,Toronto,Canada,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-04,Curaçao,El Salvador,0,1,FIFA World Cup qualification,False,Willemstad,Curaçao,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-04,Grenada,Haiti,1,3,FIFA World Cup qualification,False,St. George's,Grenada,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-04,Jamaica,Nicaragua,2,3,FIFA World Cup qualification,False,Kingston,Jamaica,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-04,Saint Vincent and the Grenadines,Aruba,2,0,FIFA World Cup qualification,False,Kingstown,Saint Vincent and the Grenadines,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-04,Tonga,Samoa,0,3,FIFA World Cup qualification,False,‘Atele,Tonga,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-08,Afghanistan,Japan,0,6,FIFA World Cup qualification,True,Tehran,Iran,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-08,Aruba,Saint Vincent and the Grenadines,2,1,FIFA World Cup qualification,False,Oranjestad,Aruba,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-08,Bangladesh,Jordan,0,4,FIFA World Cup qualification,False,Dhaka,Bangladesh,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-08,Belize,Canada,1,1,FIFA World Cup qualification,False,Belmopan,Belize,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-08,Cambodia,Syria,0,6,FIFA World Cup qualification,False,Phnom Penh,Cambodia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-08,China,Maldives,3,0,FIFA World Cup qualification,False,Shenyang,China,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-08,El Salvador,Curaçao,1,0,FIFA World Cup qualification,False,San Salvador,El Salvador,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-08,Guam,Oman,0,0,FIFA World Cup qualification,False,Dededo,Guam,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-08,Guatemala,Antigua and Barbuda,2,0,FIFA World Cup qualification,False,Guatemala City,Guatemala,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-08,Haiti,Grenada,3,0,FIFA World Cup qualification,False,Port-au-Prince,Haiti,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-08,Hong Kong,Qatar,2,3,FIFA World Cup qualification,False,Kowloon,Hong Kong,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-08,India,Iran,0,3,FIFA World Cup qualification,False,Bengaluru,India,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-08,Laos,Kuwait,0,2,FIFA World Cup qualification,False,Vientiane,Laos,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-08,Lebanon,South Korea,0,3,FIFA World Cup qualification,False,Sidon,Lebanon,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-08,Malaysia,Saudi Arabia,0,3,FIFA World Cup qualification,False,Shah Alam,Malaysia,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-08,Nicaragua,Jamaica,0,2,FIFA World Cup qualification,False,Managua,Nicaragua,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
2015-09-08,Palestine,United Arab Emirates,0,0,FIFA World Cup qualification,False,Al-Ram,Palestine,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
