code,name,industry,stage,pool_type,source_file,trigger_price,invalid_price,zone_low,zone_high,rank,score,note
600622,光大嘉宝,房地产开,0602D3,watch,0602D3_watch_scan_20260601_235959.csv,2.65,2.46,2.61,2.66,1,91.0,0602D3｜watch｜scan｜D1较早封板；D1炸板2次；D2量比温和1.18；D2有冲高回落；D2收盘离支撑有安全垫；D2盘中上冲明显；成交额可跟踪；换手适中
002251,步步高,一般零售,0602D3,watch,0602D3_watch_scan_20260601_235959.csv,5.00,4.45,4.92,5.01,2,90.0,0602D3｜watch｜scan｜D1较早封板；D1未炸板；封板资金较足；D2量比略高1.45；D2有冲高回落；D2收盘离支撑有安全垫；D2盘中上冲明显；成交额可跟踪
600857,宁波中百,一般零售,0602D3,watch,0602D3_watch_scan_20260601_235959.csv,15.72,14.35,15.48,15.77,3,89.0,0602D3｜watch｜scan｜D1较早封板；D1炸板2次；D2量比温和1.11；D2回落充分；D2收盘离支撑有安全垫；D2盘中上冲明显；成交额可跟踪；换手适中
601702,华峰铝业,工业金属,0602D3,watch,0602D3_watch_scan_20260601_235959.csv,20.26,18.70,19.96,20.32,4,89.0,0602D3｜watch｜scan｜D1炸板1次；D2量比温和0.88；D2有冲高回落；D2收盘离支撑有安全垫；D2盘中上冲明显；D2收盘近十字；成交额可跟踪
601566,九牧王,服装家纺,0602D3,watch,0602D3_watch_scan_20260601_235959.csv,12.74,10.99,12.55,12.78,5,88.0,0602D3｜watch｜scan｜D1较早封板；D1炸板1次；D2量比温和1.24；D2回落刚达标；D2收盘离支撑有安全垫；D2盘中上冲明显；成交额可跟踪；换手适中
000799,酒鬼酒,白酒Ⅱ,0602D3,watch,0602D3_watch_scan_20260601_235959.csv,45.30,41.58,44.62,45.44,6,88.0,0602D3｜watch｜scan｜D1炸板2次；D2量比温和1.06；D2有冲高回落；D2收盘离支撑有安全垫；D2收盘近十字；成交额可跟踪；换手适中
002457,青龙管业,装修建材,0602D3,watch,0602D3_watch_scan_20260601_235959.csv,12.58,11.72,12.39,12.62,7,85.0,0602D3｜watch｜scan｜D1较早封板；D1未炸板；D2量比2.64在2-3倍，需其他条件补强；D2有冲高回落；D2收盘离支撑有安全垫；D2盘中上冲明显；D2收盘近十字；成交额可跟踪；换手适中
600869,远东股份,电网设备,0602D3,watch,0602D3_watch_scan_20260601_235959.csv,22.98,22.37,22.71,23.05,8,82.0,0602D3｜watch｜scan｜D1炸板1次；封板资金较足；D2量比温和0.91；D2回落充分；D2未破支撑；成交额可跟踪；换手适中
002824,和胜股份,工业金属,0602D3,watch,0602D3_watch_scan_20260601_235959.csv,25.57,24.43,25.19,25.65,9,82.0,0602D3｜watch｜scan｜D1未炸板；封板资金较足；D2量比略高1.72；D2回落充分；D2收盘离支撑有安全垫；成交额可跟踪；换手适中
600693,东百集团,一般零售,0602D3,watch,0602D3_watch_scan_20260601_235959.csv,10.73,9.16,10.57,10.76,10,81.0,0602D3｜watch｜scan｜D1较早封板；D1未炸板；封板资金偏弱；D2量比略高1.63；D2回落刚达标；D2收盘离支撑有安全垫；D2盘中上冲明显；成交额可跟踪；换手适中
600979,广安爱众,电力,0602D3,watch,0602D3_watch_scan_20260601_235959.csv,5.27,4.82,5.19,5.29,11,81.0,0602D3｜watch｜scan｜D1炸板1次；D2量比略高1.39；D2有冲高回落；D2收盘离支撑有安全垫；D2收盘近十字；成交额可跟踪；换手适中
001269,欧晶科技,光伏设备,0602D3,watch,0602D3_watch_scan_20260601_235959.csv,26.08,24.22,25.69,26.16,12,79.0,0602D3｜watch｜scan｜D1较早封板；D1未炸板；D2量比2.68在2-3倍，需其他条件补强；D2有冲高回落；D2收盘离支撑有安全垫；D2盘中上冲明显；成交额可跟踪；换手适中
