code,name,industry,pct,price,amount_yi,turnover,fund_yi,first_seal,last_seal,breaks,stat,limit_boards
002669,康达新材,化学制品,9.993674278259277,17.39,3.37765968,6.4162068367004395,1.50534796,092500,092500,0,1/1,1
605589,圣泉集团,塑料,10.0060396194458,54.64,4.1195576,0.8912737369537354,7.18775321,092502,092502,0,1/1,1
603065,宿迁联盛,化学制品,10.052909851074219,10.4,0.5686096,1.3049697875976562,2.744196,092502,092502,0,1/1,1
603211,晋拓股份,汽车零部,10.010499954223633,31.43,3.25825696,3.8318703174591064,0.50379084,093001,093540,2,1/1,1
600500,中化国际,化学制品,9.981515884399414,5.95,2.41402886,1.1326162815093994,0.8263122,093003,093003,0,1/1,1
000509,华塑控股,光学光电,10.091742515563965,4.8,1.71320748,3.394791603088379,0.7774728,093157,093157,0,1/1,1
601208,东材科技,塑料,10.0,59.62,55.94635264,9.367432594299316,2.32741575,093206,110200,4,1/1,1
002976,瑞玛精密,汽车零部,9.989447593688965,31.27,0.56845974,2.7822952270507812,0.52396637,093212,093212,0,1/1,1
605069,正和生态,环境治理,9.990301132202148,11.34,0.58561185,2.4715092182159424,0.27229267,093303,093442,1,1/1,1
002515,金字火腿,食品加工,10.014947891235352,7.36,6.1605784,7.6545000076293945,0.28981619,093333,135142,3,1/1,1
002263,大东南,塑料,10.10929012298584,4.03,5.41163312,7.219099521636963,0.64961182,093354,103954,1,1/1,1
002871,伟隆股份,通用设备,9.989806175231934,21.58,0.92099727,2.8872945308685303,1.07333158,093421,093421,0,1/1,1
002971,和远气体,化学制品,9.992429733276367,43.59,14.22671152,21.284107208251953,0.60373021,093536,102536,5,4/2,1
000920,沃顿科技,塑料,10.0,12.98,1.49520239,2.4895122051239014,0.9620127,093600,093600,0,1/1,1
600198,大唐电信,通信设备,10.011778831481934,9.34,2.47318475,2.0726094245910645,1.06091808,093607,093607,0,1/1,1
605006,山东玻纤,玻璃玻纤,9.994256973266602,19.15,6.92737632,5.838568687438965,2.74144142,093632,093632,0,1/1,1
603163,圣晖集成,专业工程,10.005162239074707,106.54,2.18285828,2.078624963760376,1.901739,093830,093830,0,1/1,1
002141,贤丰控股,动物保健,9.90099048614502,3.33,0.92615477,2.731534719467163,0.88513398,093830,093830,0,1/1,1
600345,长江通信,通信设备,10.0,58.85,14.30798288,11.68311595916748,0.86618607,093845,134033,1,1/1,1
600579,中化装备,专用设备,9.969325065612793,7.17,1.04513069,3.0085408687591553,0.13357136,093854,095157,2,1/1,1
603663,三祥新材,化学原料,10.007880210876465,69.8,17.63753072,6.065365314483643,0.9996058,094029,104126,1,1/1,1
605018,长华集团,汽车零部,10.016695022583008,19.77,3.1230544,3.4788525104522705,0.44589258,094308,094432,1,1/1,1
600110,诺德股份,电池,9.962756156921387,11.81,11.87682992,5.9086198806762695,1.26833376,094529,094529,0,1/1,1
002583,海能达,通信设备,9.953161239624023,9.39,5.48555248,4.6549906730651855,1.18080461,094730,094957,1,1/1,1
002676,顺威股份,家电零部,10.018903732299805,5.82,1.14742263,2.8033907413482666,0.45551976,094830,094830,0,1/1,1
001215,千味央厨,食品加工,10.007798194885254,42.32,4.15638032,10.279289245605469,0.08794096,094915,140124,9,1/1,1
000029,深深房Ａ,房地产开,9.99551773071289,24.54,1.26791973,0.5969542264938354,0.36159051,094954,094954,0,1/1,1
603002,宏昌电子,电子化学,10.013262748718262,16.59,12.309348,6.676115989685059,0.99463686,095034,100246,1,1/1,1
002137,实益达,光学光电,9.989806175231934,10.79,5.20377952,12.661758422851562,1.49744623,095212,095212,0,6/3,1
002995,天地在线,广告营销,10.0,23.54,2.7226008,10.67992877960205,0.39495412,095248,095306,1,1/1,1
002771,真视通,IT服务Ⅱ,10.0130033493042,16.92,1.73675124,6.1503143310546875,0.25226028,095448,095448,0,1/1,1
002051,中工国际,专业工程,9.982014656066895,12.23,6.42729952,4.406754016876221,0.66703435,095518,095518,0,4/2,1
000681,视觉中国,数字媒体,10.0,24.75,17.73209536,10.900979042053223,1.24366844,095545,095545,0,1/1,1
000158,常山北明,IT服务Ⅱ,9.99281120300293,15.3,5.47014832,2.30635404586792,1.16856779,095706,095706,0,1/1,1
002575,群兴玩具,文娱用品,9.98217487335205,6.17,3.80207328,10.762495040893555,0.46401688,095945,095945,0,1/1,1
600176,中国巨石,玻璃玻纤,10.011248588562012,39.12,69.30509056,4.50124454498291,2.22788752,100829,110832,4,1/1,1
002585,双星新材,塑料,10.009016990661621,12.2,15.03474464,14.507699966430664,1.30560191,100930,100930,0,4/2,1
600611,大众交通,铁路公路,10.073710441589355,4.48,3.67334512,5.408024787902832,0.43918779,101052,101131,1,1/1,1
600719,大连热电,电力,9.96354866027832,9.05,2.18047283,6.183387279510498,0.44954427,101355,101355,0,1/1,1
002584,西陇科学,电子化学,10.055866241455078,7.88,3.28131168,9.132766723632812,0.3762384,101918,102415,1,1/1,1
000037,深南电A,电力,10.048309326171875,11.39,4.19033136,11.273821830749512,0.82561554,102024,102024,0,1/1,1
603330,天洋新材,塑料,10.064516067504883,8.53,7.13607408,21.99363899230957,0.45512821,102109,102109,0,7/5,1
600682,南京新百,综合Ⅱ,10.017889022827148,6.15,1.92046168,2.777782678604126,0.2197641,102813,103749,2,1/1,1
002129,TCL中环,光伏设备,9.977578163146973,9.81,29.04281296,7.761238098144531,1.47102912,103436,103436,0,1/1,1
002993,奥海科技,消费电子,10.0,65.45,4.86024976,3.2327256202697754,1.21719001,103727,103727,0,1/1,1
603039,泛微网络,软件开发,10.012150764465332,45.27,11.51436896,8.647417068481445,0.42338314,103812,105000,1,1/1,1
003043,华亚智能,半导体,9.995497703552246,73.29,4.14304112,6.987340450286865,0.32432217,104133,104133,0,4/2,1
605358,立昂微,半导体,10.0,71.17,45.4891776,9.95126724243164,2.58122131,104356,104356,0,4/2,1
003026,中晶科技,半导体,10.013395309448242,32.85,3.20934816,6.988039970397949,0.80763236,104400,104400,0,1/1,1
000636,风华高科,元件,9.994597434997559,61.08,93.207616,13.734341621398926,4.97227176,104627,130000,3,1/1,1
603335,迪生力,汽车零部,10.028653144836426,7.68,2.2119295,6.934646129608154,0.20331264,105244,105244,0,1/1,1
001269,欧晶科技,光伏设备,9.988385200500488,28.41,4.07044192,7.815988063812256,0.25679486,105633,110412,1,1/1,1
002970,锐明技术,计算机设,10.008231163024902,66.83,5.09205536,6.297626495361328,0.45270642,110057,111433,3,1/1,1
002769,普路通,物流,10.0,8.47,1.5410716,5.112979412078857,0.52660217,110909,110909,0,1/1,1
600673,东阳光,综合Ⅱ,10.015847206115723,34.71,31.79941776,3.1405322551727295,0.41474701,111128,144228,3,1/1,1
003036,泰坦股份,专用设备,10.0,81.95,7.43018752,4.315727710723877,0.40319891,111303,111303,0,12/6,1
002134,天津普林,元件,10.0038480758667,28.59,7.97798768,11.557429313659668,0.05163354,112100,140700,6,1/1,1
603124,江南新材,金属新材,10.0,166.32,10.86110464,8.771082878112793,0.03891888,130001,144528,2,3/2,1
600596,新安股份,农化制品,10.014727592468262,14.94,10.68213248,5.515315532684326,0.65283377,130008,130226,1,1/1,1
600183,生益科技,元件,10.002984046936035,147.47,98.97529088,2.8940861225128174,4.42084386,130022,130022,0,1/1,1
002484,江海股份,元件,9.997608184814453,91.98,56.21842432,7.826254367828369,0.1903986,130024,133227,10,4/2,1
603256,XD宏和科,玻璃玻纤,10.000530242919922,207.34,31.43929184,1.7795851230621338,0.81505354,130039,131100,2,1/1,1
600487,亨通光电,通信设备,10.003142356872559,105.02,174.9427712,7.072810173034668,10.10693576,130044,130044,0,6/3,1
002741,光华科技,电子化学,9.98445987701416,28.31,9.1636544,7.8525543212890625,1.9039596,130106,130106,0,1/1,1
000048,京基智农,养殖业,9.97286319732666,16.21,4.59700432,5.5178961753845215,0.37880776,130106,130106,0,1/1,1
605376,博迁新材,金属新材,10.0,190.3,24.26561904,5.01025915145874,0.82146991,130108,130108,0,1/1,1
002080,中材科技,玻璃玻纤,10.0,64.68,28.66631632,2.7168755531311035,1.08466419,130118,131309,6,1/1,1
003018,金富科技,包装印刷,9.9979887008667,54.68,6.90811104,5.553696632385254,1.0080258,130203,130203,0,1/1,1
603150,万朗磁塑,塑料,10.0,74.58,2.46258937,4.032848834991455,0.23477784,130215,130215,0,1/1,1
000811,冰轮环境,通用设备,9.993155479431152,32.14,9.47773232,3.126049757003784,0.53241934,130312,131715,4,1/1,1
002138,顺络电子,元件,10.007185935974121,61.23,57.56210176,12.839594841003418,0.80147988,130430,144348,8,3/2,1
000571,新大洲A,煤炭开采,9.980806350708008,5.73,1.82866443,4.034244537353516,0.27728203,130442,130442,0,1/1,1
605100,华丰股份,通用设备,10.0,36.3,1.72207159,2.0754494667053223,0.36225948,130500,130500,0,1/1,1
600458,时代新材,轨交设备,10.0,15.73,12.37726736,9.384358406066895,0.21318318,130646,131157,4,1/1,1
002859,洁美科技,其他电子,10.0,88.33,30.74890608,8.951482772827148,0.15501915,130830,145548,6,1/1,1
