code,name,industry,pct,price,amount_yi,turnover,fund_yi,first_seal,last_seal,breaks,stat,limit_boards
605277,新亚电子,消费电子,10.008935928344727,24.62,2.30109304,2.9378862380981445,1.22879577,092503,092503,0,1/1,1
002457,青龙管业,装修建材,9.964093208312988,12.25,2.73003104,6.748215198516846,0.1682415,093057,093057,0,1/1,1
000608,阳光股份,房地产开,10.096153259277344,4.58,1.0645617,3.1595075130462646,0.26001667,093233,093233,0,3/2,1
001269,欧晶科技,光伏设备,9.98719596862793,25.77,1.55268872,3.173773765563965,0.52967116,093309,093309,0,1/1,1
603890,春秋电子,消费电子,10.022172927856445,24.81,10.21298992,9.317044258117676,0.67267551,093346,141758,1,1/1,1
600622,光大嘉宝,房地产开,9.876543045043945,2.67,2.33725396,5.899663925170898,0.21403788,093414,094805,2,1/1,1
603303,得邦照明,照明设备,10.015290260314941,28.78,3.62224064,2.668776035308838,0.03805636,093520,145208,16,1/1,1
603616,韩建河山,水泥,10.071942329406738,6.12,1.43118238,6.17407751083374,0.11601684,093535,093535,0,1/1,1
000037,深南电A,电力,10.047846794128418,11.5,3.56787488,9.329279899597168,0.57297473,093554,093554,0,1/1,1
603435,嘉德利,电子化学,10.001368522644043,80.4,9.71694288,34.366676330566406,0.6151822,094042,095653,5,1/1,1
603060,国检集团,专业服务,9.952607154846191,6.96,1.48588508,2.6995413303375244,0.1773756,094114,094114,0,1/1,1
600280,中央商场,一般零售,9.965636253356934,3.2,1.55091506,4.382530212402344,0.2993952,094232,094232,0,1/1,1
600828,茂业商业,一般零售,9.97624683380127,4.63,1.19762956,1.5362298488616943,0.73911565,094830,094830,0,1/1,1
601566,九牧王,服装家纺,10.03649616241455,12.06,3.9912736,5.900890350341797,0.38075832,094832,102438,1,1/1,1
600857,宁波中百,一般零售,10.0,15.51,4.15766128,12.16693115234375,0.10753083,095139,103524,2,1/1,1
600693,东百集团,一般零售,10.043667793273926,10.08,8.11031856,9.5703706741333,0.09794736,095700,095700,0,1/1,1
002251,步步高,一般零售,9.909910202026367,4.88,15.77468336,15.629868507385254,1.17733855,095851,095851,0,4/3,1
000767,晋控电力,电力,10.059171676635742,5.58,20.21621408,12.747507095336914,2.38984782,100000,100000,0,1/1,1
002608,江苏国信,电力,10.047846794128418,9.2,6.59863744,1.9572334289550781,1.0021928,100121,100921,2,1/1,1
600865,百大集团,一般零售,10.020242691040039,10.87,1.30348272,3.2846028804779053,0.82809834,100515,100515,0,1/1,1
600979,广安爱众,电力,9.95850658416748,5.3,5.93418576,9.255577087402344,0.19715183,100843,100919,1,1/1,1
600863,华能蒙电,电力,9.939759254455566,7.3,42.14506688,9.120500564575195,0.66091097,100923,133641,4,5/3,1
600530,交大昂立,食品加工,10.0,7.37,1.85066627,3.33455753326416,0.27152163,101225,101225,0,1/1,1
002081,金 螳 螂,装修装饰,10.0,6.16,21.56426,13.749862670898438,1.04817143,101530,103936,3,1/1,1
000151,中成股份,贸易Ⅱ,10.0,13.31,4.182872,10.454865455627441,0.4394962,102218,104439,1,1/1,1
601116,三江购物,一般零售,9.98307991027832,13.0,3.15509696,4.565473556518555,0.540709,102820,102820,0,1/1,1
601702,华峰铝业,工业金属,10.0,20.57,6.37870832,3.1814568042755127,0.40006593,102944,110311,1,1/1,1
600488,津药药业,化学制药,9.920635223388672,5.54,6.47881312,11.106156349182129,0.2110463,103837,104358,4,1/1,1
000025,特  力Ａ,综合Ⅱ,9.971909523010254,15.66,1.94152492,3.2469735145568848,0.25202969,103921,103921,0,1/1,1
601086,国芳集团,一般零售,10.025707244873047,8.56,2.55763898,4.627473831176758,0.51743488,110335,110335,0,1/1,1
000799,酒鬼酒,白酒Ⅱ,10.004810333251953,45.74,12.8330824,8.858280181884766,0.54114994,110912,131533,2,1/1,1
600869,远东股份,电网设备,9.99543571472168,24.1,31.46831888,6.04278564453125,0.9929682,130107,141843,1,1/1,1
002824,和胜股份,工业金属,10.01662540435791,26.47,5.68537184,9.76615047454834,1.5831707,130736,130736,0,1/1,1
600011,华能国际,电力,10.049627304077148,8.87,38.78787088,4.138592720031738,0.12164406,133603,145445,11,1/1,1
000926,福星股份,房地产开,10.21276569366455,2.59,4.56909648,11.636333465576172,0.43372658,140454,140454,0,1/1,1
605177,东亚药业,化学制药,9.995372772216797,23.77,2.50914263,9.928418159484863,0.31856031,142500,142500,0,1/1,1
