code,name,industry,pct,price,amount_yi,turnover,fund_yi,first_seal,last_seal,breaks,stat,limit_boards
600011,胜利精密,消费电子,9.909910202026367,3.66,2.79766304,2.2464845180511475,1.61333601,092500,092500,0,1/1,1
002426,胜利精密,消费电子,9.909910202026367,3.66,2.79766304,2.2464845180511475,1.61333601,092500,092500,0,1/1,1
002328,新朋股份,汽车零部,9.9580717086792,10.49,8.96276704,15.132946968078613,0.81331991,093021,095900,5,1/1,1
002356,赫美集团,一般零售,10.067113876342773,3.28,1.34253385,3.1342012882232666,0.59402243,093033,093557,1,1/1,1
600367,红星发展,化学原料,10.0,35.31,5.58555792,4.952102184295654,0.48287131,093100,093124,1,5/3,1
001314,亿道信息,消费电子,10.0,64.46,2.87143056,3.634235143661499,0.86002532,093136,093136,0,1/1,1
002795,永和智控,通用设备,9.947644233703613,8.4,1.95644252,5.4435858726501465,0.38757163,093148,094951,1,1/1,1
000727,冠捷科技,光学光电,9.854015350341797,3.01,10.67669392,7.927106857299805,0.34971814,093203,094727,1,1/1,1
600797,浙大网新,IT服务Ⅱ,10.056657791137695,7.77,1.82304037,2.3006887435913086,0.96429522,093213,093313,1,1/1,1
603678,火炬电子,军工电子,9.991743087768555,53.28,20.67337056,8.26358413696289,0.82950619,093222,145504,6,3/2,1
001210,金房能源,电力,10.013132095336914,33.51,2.32290252,7.412309169769287,0.80238086,093318,093318,0,1/1,1
000055,方大集团,装修建材,10.115607261657715,3.81,1.05946769,4.173530578613281,0.22925913,093415,094403,1,1/1,1
603773,沃格光电,光学光电,10.001921653747559,114.49,13.81952624,5.42340612411499,3.6941412,093422,093422,0,5/3,1
603330,天洋新材,塑料,9.968847274780273,7.06,0.88928429,3.137545347213745,0.14295991,093638,093638,0,1/1,1
002580,圣阳股份,电池,10.008237838745117,26.71,14.45251136,12.242149353027344,2.18277805,093639,093639,0,1/1,1
002235,安妮股份,造纸,10.0,11.0,2.48889654,4.180564880371094,0.80454825,093739,093739,0,1/1,1
600152,维科技术,电池,10.0,12.54,5.47378224,8.388556480407715,0.48503466,093742,132657,1,1/1,1
000048,京基智农,养殖业,9.968101501464844,13.79,1.10866196,1.5632380247116089,0.7135692,093745,093745,0,1/1,1
603823,百合花,化学制品,9.992162704467773,28.07,5.43913424,4.709574222564697,0.7541884,093823,105111,4,1/1,1
002637,赞宇科技,化学制品,10.046082496643066,11.94,1.79494564,3.296430826187134,0.7562199,093903,093903,0,1/1,1
000681,视觉中国,数字媒体,10.00485610961914,22.65,10.34602848,6.882025718688965,1.50810766,093924,093924,0,1/1,1
603533,掌阅科技,数字媒体,9.983360290527344,26.44,5.85274592,5.1473164558410645,0.75893376,093959,094432,1,4/2,1
603171,税友股份,IT服务Ⅱ,10.0,52.58,2.03993996,0.9805614948272705,0.99486039,094002,094002,0,1/1,1
002830,名雕股份,装修装饰,10.023529052734375,23.38,0.66081766,4.317643165588379,0.42420672,094015,094015,0,1/1,1
002279,久其软件,软件开发,10.075187683105469,7.32,5.03439568,8.738262176513672,0.3165717,094054,111909,4,1/1,1
002229,鸿博股份,包装印刷,9.992313385009766,14.31,6.37124608,9.1741943359375,1.12305094,094118,095445,1,1/1,1
600156,华升股份,纺织制造,10.04878044128418,11.28,2.81823328,6.3502936363220215,0.61571767,094125,094125,0,1/1,1
002871,伟隆股份,通用设备,9.990059852600098,22.13,1.17166986,3.6122066974639893,0.45616082,094130,094130,0,3/2,1
002421,达实智能,IT服务Ⅱ,9.975668907165527,4.52,16.05318704,18.450529098510742,2.03089476,094148,094148,0,12/7,1
600301,华锡有色,小金属,10.0,60.5,8.46416416,5.146336555480957,1.1921525,094220,094220,0,1/1,1
002474,榕基软件,IT服务Ⅱ,9.984871864318848,7.27,1.8784049,4.9720845222473145,0.21596989,094233,094233,0,1/1,1
603341,龙旗科技,消费电子,10.01160717010498,37.91,5.10267248,5.149634838104248,0.84869117,094247,094820,2,1/1,1
600847,万里股份,电池,9.979352951049805,15.98,0.4194426,1.7569611072540283,0.53385984,094323,094323,0,1/1,1
002613,北玻股份,玻璃玻纤,9.932279586791992,4.87,7.18506192,19.84172821044922,0.42300527,094403,112433,2,6/3,1
603725,天安新材,家居用品,10.0,12.21,1.11679546,3.2928106784820557,0.31339712,094416,094416,0,1/1,1
603045,福达合金,金属新材,10.0,68.42,10.60195232,11.679510116577148,0.26177492,094446,110534,5,1/1,1
603296,华勤技术,消费电子,10.0,117.04,28.57797568,4.354792594909668,3.23426463,094448,094448,0,1/1,1
600503,华丽家族,房地产开,10.188679695129395,2.92,2.2318287,4.9659833908081055,0.34380664,094655,094655,0,1/1,1
002181,粤 传 媒,出版,9.993943214416504,18.16,26.44759184,13.129867553710938,0.39165926,094709,144451,4,1/1,1
