code,name,industry,pct,price,amount_yi,turnover,fund_yi,first_seal,last_seal,breaks,stat,limit_boards
600688,上海石化,炼化及贸,10.035842895507812,3.07,1.3940159,0.6195775866508484,1.91413321,092501,092501,0,1/1,1
001259,利仁科技,小家电,9.995524406433105,73.73,1.49077452,4.289705753326416,0.4320578,093036,093115,1,18/9,1
601798,蓝科高新,专用设备,10.051546096801758,8.54,0.49960537,1.6617859601974487,0.21794934,093047,093047,0,1/1,1
001326,联域股份,照明设备,10.0,67.98,1.34672638,8.35421371459961,0.35106571,093215,095657,2,1/1,1
600310,广西能源,电力,10.051993370056152,6.35,6.93746976,7.515961170196533,0.90409395,093226,093659,1,1/1,1
603120,肯特催化,化学制品,10.002105712890625,52.24,0.49885221,2.57151460647583,0.86849,093306,093306,0,1/1,1
601231,环旭电子,消费电子,10.01261043548584,43.62,20.1017088,1.9438843727111816,1.26210195,093353,143850,2,1/1,1
002787,华源控股,包装印刷,9.984089851379395,27.65,3.34853232,4.897182464599609,0.56445345,093427,093748,2,1/1,1
002156,通富微电,半导体,9.993734359741211,70.22,122.84088832,11.631501197814941,3.57782416,093639,143951,2,1/1,1
603236,移远通信,通信设备,10.00190544128418,57.74,11.86304352,5.6714911460876465,0.5909406,093751,144145,3,1/1,1
600198,大唐电信,通信设备,10.062111854553223,8.86,2.76982192,2.456134796142578,1.07938713,093833,093833,0,1/1,1
001223,欧克科技,自动化设,10.0,46.2,1.43567315,4.5773138999938965,1.20464005,093854,093854,0,1/1,1
603938,三孚股份,化学原料,10.006965637207031,47.38,13.52245376,7.597041130065918,0.15199504,093901,144901,2,1/1,1
603663,三祥新材,化学原料,10.001618385314941,67.97,13.18117936,4.634660720825195,0.12757969,094040,145410,7,1/1,1
600103,青山纸业,造纸,10.0,4.07,11.14124256,12.703147888183594,0.90959086,094123,104011,1,1/1,1
603135,中重科技,专用设备,9.96204948425293,11.59,1.04189064,1.483312964439392,0.30885032,094133,094133,0,1/1,1
002965,祥鑫科技,汽车零部,10.009296417236328,35.5,2.7126872,4.089236259460449,1.39446094,094321,094321,0,1/1,1
