code,name,industry,stage,pool_type,pool_subtype,source_file,trigger_price,invalid_price,zone_low,zone_high,rank,score,sector_strength_score,sector_strength_note,note
000759,中百集团,一般零售,0616D3,watch,active,0616D3_watch_scan_20260616_004358.csv,5.95,5.30,5.86,5.97,1,92.0,2.0,一般零售同批候选1只；板块D2均涨2.1%,0616D3｜watch｜active｜D1未炸板；D2量比温和1.19；D2有冲高回落；D2收盘离支撑有安全垫；D2盘中上冲明显；成交额可跟踪；换手适中；一般零售同批候选1只；板块D2均涨2.1%
603036,如通股份,专用设备,0616D3,watch,active,0616D3_watch_scan_20260616_004358.csv,14.53,13.43,14.31,14.57,2,85.0,4.0,专用设备同批候选2只；板块D2均涨3.3%,0616D3｜watch｜active｜D1未炸板；D2量比温和0.79；D2有冲高回落；D2收盘离支撑有安全垫；换手适中；专用设备同批候选2只；板块D2均涨3.3%
001378,德冠新材,塑料,0616D3,watch,active,0616D3_watch_scan_20260616_004358.csv,20.53,19.01,20.22,20.59,3,78.0,4.0,塑料同批候选2只；板块D2均涨4.3%,0616D3｜watch｜active｜D1未炸板；D2量比略高1.67；D2有冲高回落；D2收盘离支撑有安全垫；换手适中；塑料同批候选2只；板块D2均涨4.3%
003009,中天火箭,航天装备,0616D3,watch,active,0616D3_watch_scan_20260616_004358.csv,63.75,55.56,62.79,63.94,4,77.0,4.0,航天装备同批候选1只；板块D2均涨5.2%,0616D3｜watch｜active｜D1较早封板；D1未炸板；D2量比2.92在2-3倍，需其他条件补强；D2回落刚达标；D2收盘离支撑有安全垫；D2盘中上冲明显；中高价63谨慎；成交额可跟踪；换手适中；航天装备同批候选1只；板块D2均涨5.2%
001206,依依股份,个护用品,0616D3,watch,active,0616D3_watch_scan_20260616_004358.csv,17.55,15.81,17.29,17.60,5,77.0,0.0,个护用品同批候选1只,0616D3｜watch｜active｜D1未炸板；D2量比略高1.74；D2回落刚达标；D2收盘离支撑有安全垫；D2收盘近十字；换手适中；个护用品同批候选1只
001299,美能能源,燃气Ⅱ,0616D3,watch,active,0616D3_watch_scan_20260616_004358.csv,10.94,10.38,10.78,10.97,6,75.0,-4.0,燃气Ⅱ同批候选1只；板块D2均跌2.7%,0616D3｜watch｜active｜D1未炸板；D2量比温和1.16；D2回落充分；D2收盘离支撑有安全垫；换手适中；燃气Ⅱ同批候选1只；板块D2均跌2.7%
000751,锌业股份,工业金属,0616D3,watch,radar,0616D3_watch_scan_20260616_004358.csv,5.39,4.80,5.31,5.41,7,84.0,8.0,工业金属同批候选6只，板块聚集；板块D2均涨6.6%；板块内D2强势5只,0616D3｜watch｜radar｜D1未炸板；D2量比略高1.75；D2强势延续降权，先看可参与性；D2收盘离支撑有安全垫；成交额可跟踪；换手适中；工业金属同批候选6只，板块聚集；板块D2均涨6.6%；板块内D2强势5只
000506,招金黄金,贵金属,0616D3,watch,radar,0616D3_watch_scan_20260616_004358.csv,15.10,12.80,14.87,15.15,8,80.0,4.0,贵金属同批候选1只；板块D2均涨10.0%,0616D3｜watch｜radar｜D1未炸板；D2量比略高1.61；D2强势延续降权，先看可参与性；D2收盘离支撑有安全垫；D2盘中上冲明显；成交额可跟踪；换手适中；D2高强度延续，不直接奖励进active；贵金属同批候选1只；板块D2均涨10.0%
001360,南矿集团,专用设备,0616D3,watch,radar,0616D3_watch_scan_20260616_004358.csv,20.02,17.22,19.72,20.08,9,75.0,4.0,专用设备同批候选2只；板块D2均涨3.3%,0616D3｜watch｜radar｜D1未炸板；封板资金偏弱；D2量比略高1.63；D2强势延续降权，先看可参与性；D2收盘离支撑有安全垫；D2盘中上冲明显；换手适中；专用设备同批候选2只；板块D2均涨3.3%
605198,安德利,农产品加,0616D3,watch,radar,0616D3_watch_scan_20260616_004358.csv,71.28,60.00,70.21,71.49,10,75.0,4.0,农产品加同批候选1只；板块D2均涨10.0%,0616D3｜watch｜radar｜D1较早封板；D1未炸板；D2量比略高1.78；D2强势延续降权，先看可参与性；D2收盘离支撑有安全垫；中高价71谨慎；成交额可跟踪；D2高强度延续，不直接奖励进active；农产品加同批候选1只；板块D2均涨10.0%
601233,桐昆股份,炼化及贸,0616D3,watch,radar,0616D3_watch_scan_20260616_004358.csv,23.47,20.80,23.12,23.54,11,66.0,4.0,炼化及贸同批候选1只；板块D2均涨5.2%,0616D3｜watch｜radar｜D1炸板1次；封板资金偏弱；D2量比略高1.87；D2有冲高回落；D2收盘离支撑有安全垫；D2盘中上冲明显；D2收盘近十字；成交额超过20亿强降权；换手适中；炼化及贸同批候选1只；板块D2均涨5.2%
000630,铜陵有色,工业金属,0616D3,watch,radar,0616D3_watch_scan_20260616_004358.csv,7.66,6.60,7.55,7.68,12,66.0,8.0,工业金属同批候选6只，板块聚集；板块D2均涨6.6%；板块内D2强势5只,0616D3｜watch｜radar｜D1未炸板；封板资金较足；D2量比略高1.98；D2强势延续降权，先看可参与性；D2收盘离支撑有安全垫；D2盘中上冲明显；成交额过大偏拥挤；换手适中；D2高强度延续，不直接奖励进active；工业金属同批候选6只，板块聚集；板块D2均涨6.6%；板块内D2强势5只
