code,name,industry,stage,pool_type,pool_subtype,source_file,trigger_price,invalid_price,zone_low,zone_high,rank,score,note
002824,和胜股份,工业金属,0608D3,watch,active,0608D3_watch_scan_20260607_235752.csv,28.40,26.37,27.97,28.49,1,92.0,0608D3｜watch｜active｜D1未炸板；封板资金较足；D2量比略高1.75；D2回落充分；D2收盘离支撑有安全垫；D2盘中上冲明显；D2收盘近十字；成交额可跟踪；换手适中
603903,中持股份,环境治理,0608D3,watch,active,0608D3_watch_scan_20260607_235752.csv,12.36,11.20,12.17,12.40,2,91.0,0608D3｜watch｜active｜D1未炸板；D2量比温和1.11；D2有冲高回落；D2收盘离支撑有安全垫；D2盘中上冲明显；D2收盘近十字；换手适中
000536,华映科技,光学光电,0608D3,watch,active,0608D3_watch_scan_20260607_235752.csv,4.13,3.75,4.07,4.14,3,90.0,0608D3｜watch｜active｜D1较早封板；D1炸板1次；D2量比略高1.89；D2有冲高回落；D2收盘离支撑有安全垫；D2盘中上冲明显；D2收盘近十字；成交额可跟踪；换手适中
000670,盈方微,其他电子,0608D3,watch,active,0608D3_watch_scan_20260607_235752.csv,9.42,8.79,9.28,9.45,4,89.0,0608D3｜watch｜active｜D1较早封板；D1未炸板；封板资金较足；D2量比略高1.41；D2有冲高回落；D2收盘离支撑有安全垫；成交额可跟踪；换手适中
002971,和远气体,化学制品,0608D3,watch,active,0608D3_watch_scan_20260607_235752.csv,39.30,34.34,38.71,39.42,5,88.0,0608D3｜watch｜active｜D1未炸板；封板资金较足；D2量比略高1.78；D2有冲高回落；D2收盘离支撑有安全垫；D2盘中上冲明显；成交额可跟踪；换手适中
603610,麒盛科技,家居用品,0608D3,watch,active,0608D3_watch_scan_20260607_235752.csv,18.82,17.56,18.54,18.88,6,88.0,0608D3｜watch｜active｜D1较早封板；D1炸板1次；D2量比略高1.37；D2回落充分；D2收盘离支撑有安全垫；D2盘中上冲明显；D2收盘近十字；成交额可跟踪；换手适中
002733,雄韬股份,电池,0608D3,watch,radar,0608D3_watch_scan_20260607_235752.csv,33.96,29.70,33.45,34.06,7,75.0,0608D3｜watch｜radar｜D1未炸板；封板资金较足；D2量比略高1.88；D2回落充分；D2收盘离支撑有安全垫；D2盘中上冲明显；成交额超过15亿降权；换手适中
600703,三安光电,光学光电,0608D3,watch,radar,0608D3_watch_scan_20260607_235752.csv,16.91,15.51,16.66,16.96,8,72.0,0608D3｜watch｜radar｜D1较早封板；D1未炸板；封板资金较足；D2量比略高1.68；D2有冲高回落；D2收盘离支撑有安全垫；D2收盘近十字；成交额过大偏拥挤；换手适中
003036,泰坦股份,专用设备,0608D3,watch,radar,0608D3_watch_scan_20260607_235752.csv,82.35,68.51,81.11,82.60,9,72.0,0608D3｜watch｜radar｜D1较早封板；D1炸板1次；封板资金较足；D2量比略高1.56；D2强势延续降权，先看可参与性；D2收盘离支撑有安全垫；D2盘中上冲明显；高价82降权；成交额可跟踪；换手适中；D2高强度延续，不直接奖励进active
002981,朝阳科技,消费电子,0608D3,watch,radar,0608D3_watch_scan_20260607_235752.csv,27.99,26.32,27.57,28.07,10,71.0,0608D3｜watch｜radar｜D1尾盘封板强降权；D1未炸板；封板资金较足；D2量比温和0.63；D2回落充分；D2收盘离支撑有安全垫；成交额可跟踪；换手适中
000520,凤凰航运,航运港口,0608D3,watch,radar,0608D3_watch_scan_20260607_235752.csv,4.60,3.80,4.53,4.61,11,70.0,0608D3｜watch｜radar｜D1炸板1次；封板资金偏弱；D2量比温和0.59；D2强势延续降权，先看可参与性；D2收盘离支撑有安全垫；D2盘中上冲明显；换手适中；D2高强度延续，不直接奖励进active
600353,旭光电子,其他电子,0608D3,watch,radar,0608D3_watch_scan_20260607_235752.csv,26.30,24.04,25.91,26.38,12,65.0,0608D3｜watch｜radar｜D1较早封板；D1炸板2次；D2量比略高1.75；D2有冲高回落；D2收盘离支撑有安全垫；D2盘中上冲明显；成交额超过20亿强降权；换手适中
