code,name,industry,stage,pool_type,pool_subtype,source_file,trigger_price,invalid_price,zone_low,zone_high,rank,score,sector_strength_score,sector_strength_note,note
600488,津药药业,化学制药,0625D3,watch,active,0625D3_watch_scan_20260625_005818.csv,4.98,4.57,4.91,4.99,1,101.0,6.0,化学制药同批候选3只，板块聚集；板块D2均涨4.5%,0625D3｜watch｜active｜D1较早封板；D1炸板1次；D2量比温和1.06；D2回落充分；D2收盘离支撑有安全垫；D2盘中上冲明显；D2收盘近十字；成交额可跟踪；换手适中；化学制药同批候选3只，板块聚集；板块D2均涨4.5%
002522,浙江众成,塑料,0625D3,watch,active,0625D3_watch_scan_20260625_005818.csv,7.52,6.92,7.41,7.54,2,91.0,0.0,塑料同批候选1只,0625D3｜watch｜active｜D1较早封板；D1炸板1次；封板资金较足；D2量比略高1.34；D2有冲高回落；D2收盘离支撑有安全垫；D2收盘近十字；成交额可跟踪；换手适中；塑料同批候选1只
002374,中锐股份,包装印刷,0625D3,watch,active,0625D3_watch_scan_20260625_005818.csv,3.55,3.24,3.50,3.56,3,88.0,0.0,包装印刷同批候选1只,0625D3｜watch｜active｜D1炸板1次；D2量比温和0.96；D2有冲高回落；D2收盘离支撑有安全垫；D2收盘近十字；成交额可跟踪；换手适中；包装印刷同批候选1只
002728,特一药业,中药Ⅱ,0625D3,watch,active,0625D3_watch_scan_20260625_005818.csv,8.81,8.02,8.68,8.84,4,85.0,0.0,中药Ⅱ同批候选1只,0625D3｜watch｜active｜D1较早封板；D1未炸板；D2量比2.96在2-3倍，需其他条件补强；D2有冲高回落；D2收盘离支撑有安全垫；D2盘中上冲明显；D2收盘近十字；成交额可跟踪；换手适中；中药Ⅱ同批候选1只
603669,灵康药业,化学制药,0625D3,watch,active,0625D3_watch_scan_20260625_005818.csv,5.74,5.05,5.65,5.76,5,79.0,6.0,化学制药同批候选3只，板块聚集；板块D2均涨4.5%,0625D3｜watch｜active｜D1未炸板；D2量比2.00在2-3倍，需其他条件补强；D2回落刚达标；D2收盘离支撑有安全垫；D2收盘近十字；成交额可跟踪；换手适中；化学制药同批候选3只，板块聚集；板块D2均涨4.5%
600881,亚泰集团,综合Ⅱ,0625D3,watch,active,0625D3_watch_scan_20260625_005818.csv,1.61,1.51,1.59,1.61,6,78.0,-4.0,综合Ⅱ同批候选1只；板块D2均跌3.0%,0625D3｜watch｜active｜D1较早封板；D1炸板2次；D2量比略高1.46；D2回落充分；D2收盘离支撑有安全垫；D2盘中上冲明显；成交额可跟踪；换手适中；综合Ⅱ同批候选1只；板块D2均跌3.0%
000691,亚太实业,化学原料,0625D3,watch,radar,0625D3_watch_scan_20260625_005818.csv,13.49,11.73,13.29,13.53,7,89.0,4.0,化学原料同批候选1只；板块D2均涨5.6%,0625D3｜watch｜radar｜D1未炸板；封板资金较足；D2量比略高1.93；D2强势延续降权，先看可参与性；D2收盘离支撑有安全垫；D2盘中上冲明显；成交额可跟踪；换手适中；化学原料同批候选1只；板块D2均涨5.6%
002976,瑞玛精密,汽车零部,0625D3,watch,radar,0625D3_watch_scan_20260625_005818.csv,34.06,29.00,33.55,34.16,8,88.0,4.0,汽车零部同批候选1只；板块D2均涨6.8%,0625D3｜watch｜radar｜D1未炸板；D2量比温和1.21；D2强势延续降权，先看可参与性；D2收盘离支撑有安全垫；D2盘中上冲明显；成交额可跟踪；汽车零部同批候选1只；板块D2均涨6.8%
000566,海南海药,化学制药,0625D3,watch,radar,0625D3_watch_scan_20260625_005818.csv,4.49,3.79,4.42,4.50,9,79.0,6.0,化学制药同批候选3只，板块聚集；板块D2均涨4.5%,0625D3｜watch｜radar｜D1较早封板；D1炸板1次；D2量比略高1.78；D2强势延续降权，先看可参与性；D2收盘离支撑有安全垫；成交额可跟踪；换手适中；D2高强度延续，不直接奖励进active；化学制药同批候选3只，板块聚集；板块D2均涨4.5%
605366,宏柏新材,化学制品,0625D3,watch,radar,0625D3_watch_scan_20260625_005818.csv,11.88,10.02,11.70,11.92,10,78.0,6.0,化学制品同批候选2只；板块D2均涨7.1%,0625D3｜watch｜radar｜D1较早封板；D1未炸板；D2量比2.93在2-3倍，需其他条件补强；D2强势延续降权，先看可参与性；D2收盘离支撑有安全垫；D2盘中上冲明显；成交额可跟踪；换手适中；D2高强度延续，不直接奖励进active；化学制品同批候选2只；板块D2均涨7.1%
600360,华微电子,半导体,0625D3,watch,radar,0625D3_watch_scan_20260625_005818.csv,13.36,12.31,13.16,13.40,11,77.0,0.0,半导体同批候选1只,0625D3｜watch｜radar｜D1未炸板；D2量比温和1.11；D2有冲高回落；D2收盘离支撑有安全垫；D2盘中上冲明显；D2收盘近十字；成交额超过20亿强降权；换手适中；半导体同批候选1只
603725,天安新材,家居用品,0625D3,watch,radar,0625D3_watch_scan_20260625_005818.csv,12.07,11.13,11.89,12.11,12,77.0,4.0,家居用品同批候选2只；板块D2均涨4.3%,0625D3｜watch｜radar｜D1较早封板；D1炸板3次偏多；D2量比略高1.40；D2有冲高回落；D2收盘离支撑有安全垫；D2收盘近十字；成交额可跟踪；换手适中；家居用品同批候选2只；板块D2均涨4.3%
