code,name,industry,pct,price,amount_yi,turnover,fund_yi,first_seal,last_seal,breaks,stat,limit_boards
002757,南兴股份,专用设备,9.985734939575195,23.13,2.15684359,3.3060693740844727,0.65501847,092500,092500,0,1/1,1
603276,XD恒兴新,化学制品,10.012754440307617,17.25,2.19354458,17.050018310546875,0.0464301,093036,112618,7,1/1,1
603636,南威软件,IT服务Ⅱ,10.022778511047363,9.66,2.15479132,3.866542100906372,0.9395626,093038,093605,1,1/1,1
600229,城市传媒,出版,10.05385971069336,6.13,1.13803197,2.8191561698913574,0.24749862,093102,093629,3,1/1,1
603220,中贝通信,通信服务,10.0,24.53,5.81821632,5.517960071563721,1.56118216,093107,093107,0,1/1,1
002830,名雕股份,装修装饰,9.986226081848145,15.97,0.69100923,4.701140403747559,0.20845321,093121,093121,0,1/1,1
600058,五矿发展,贸易Ⅱ,10.0,10.34,0.89404019,0.8189916014671326,1.05691861,093321,093421,1,1/1,1
002119,康强电子,半导体,10.007758140563965,28.36,14.42297536,13.715012550354004,1.03879248,093415,131512,2,1/1,1
002165,红 宝 丽,化学制品,9.939759254455566,7.3,3.1025584,5.933063983917236,1.5864652,093509,093509,0,1/1,1
603661,恒林股份,家居用品,9.997007369995117,36.75,2.35138282,4.649974822998047,0.47446455,093524,135124,1,1/1,1
002256,兆新股份,电力,10.075567245483398,4.37,2.52170098,2.90793514251709,0.93486833,093530,093530,0,1/1,1
603886,元祖股份,休闲食品,9.964093208312988,12.25,0.98923994,3.427520751953125,0.311983,093601,093601,0,1/1,1
603160,汇顶科技,半导体,9.994498252868652,59.98,5.75742112,2.098356246948242,0.76576466,093643,094113,3,1/1,1
600378,昊华科技,化学制品,10.0,58.08,35.49849376,5.79596471786499,2.68492224,093714,095150,4,1/1,1
002081,金 螳 螂,装修装饰,10.0,5.94,8.51322368,5.5618577003479,1.38452549,093718,093718,0,1/1,1
600698,湖南天雁,汽车零部,9.935897827148438,6.86,1.04702709,1.8577244281768799,0.46481302,093721,093721,0,1/1,1
600843,上工申贝,专用设备,10.026041030883789,8.45,1.30053598,3.3616220951080322,0.95889155,093931,093931,0,1/1,1
600088,中视传媒,影视院线,10.021629333496094,15.26,2.79313488,4.6921844482421875,0.30127604,094146,100258,1,1/1,1
603155,新亚强,化学制品,10.019268035888672,22.84,2.50156818,3.552483081817627,0.67339172,094513,094513,0,1/1,1
603938,三孚股份,化学原料,9.994498252868652,59.98,20.29209872,9.09641170501709,0.77693473,094627,135151,3,6/3,1
002261,拓维信息,软件开发,10.0,30.91,18.49854704,5.381479740142822,2.87461609,095003,095003,0,1/1,1
600573,惠泉啤酒,非白酒,9.974640846252441,13.01,2.91603264,9.208394050598145,0.78814775,095105,095105,0,1/1,1
000815,美利云,IT服务Ⅱ,9.97392463684082,16.87,9.93667744,8.727900505065918,1.0851592,095221,095221,0,1/1,1
603823,百合花,化学制品,10.005669593811035,38.81,8.12674208,5.18168830871582,0.3120258,095624,104821,3,8/4,1
002208,合肥城建,房地产开,9.986859321594238,16.74,7.19278512,5.588949203491211,0.8063658,100127,100127,0,1/1,1
601678,滨化股份,化学原料,9.922179222106934,5.65,6.63702816,5.914841175079346,0.94338688,100311,102453,2,1/1,1
002657,中科金财,IT服务Ⅱ,10.0,20.68,6.14013024,9.025583267211914,0.5419194,100409,100409,0,1/1,1
600665,天地源,房地产开,10.119048118591309,3.7,2.23022646,7.2142229080200195,0.18870666,100717,111644,2,1/1,1
002960,青鸟智控,专用设备,9.952607154846191,9.28,5.61406496,6.373566150665283,0.28771869,101345,105733,1,4/2,1
600178,东安动力,汽车零部,9.954233169555664,9.61,1.39132223,3.166088581085205,0.50206964,101539,101539,0,1/1,1
000970,中科三环,金属新材,10.0,14.52,23.8651896,14.134057998657227,1.36201317,101945,101945,0,3/2,1
001210,金房能源,电力,9.98271369934082,25.45,3.65298768,11.276047706604004,0.41246178,102030,110121,2,1/1,1
000558,天府文旅,旅游及景,9.887005805969238,3.89,2.55256255,5.261806011199951,0.33183983,102342,102342,0,1/1,1
600593,大连圣亚,旅游及景,10.008387565612793,39.35,3.37438704,6.940217971801758,0.80144145,103417,103417,0,1/1,1
000025,特  力Ａ,综合Ⅱ,9.98593521118164,15.64,2.26799689,3.8151485919952393,0.25580784,104145,104500,1,1/1,1
002430,杭氧股份,化学制品,10.004082679748535,26.94,8.01104192,3.1327452659606934,0.79750616,104618,104618,0,1/1,1
600981,苏豪汇鸿,贸易Ⅱ,10.162601470947266,2.71,1.54363288,2.6502954959869385,0.20265648,104806,104921,1,1/1,1
002409,雅克科技,半导体,9.999102592468262,122.55,39.19264512,10.503087043762207,1.50577185,110051,135100,4,1/1,1
003030,祖名股份,农产品加,10.0046968460083,23.42,0.96724481,5.294783592224121,0.9195863,130115,130115,0,1/1,1
603011,合锻智能,专用设备,10.0,31.9,21.30379456,14.156919479370117,0.89617499,130604,130604,0,1/1,1
002125,湘潭电化,电池,10.017574310302734,18.78,15.77017232,14.188159942626953,0.66718579,131245,131245,0,1/1,1
600881,亚泰集团,综合Ⅱ,9.937888145446777,1.77,3.03345232,5.591033458709717,0.44009984,135316,135316,0,4/2,1
001316,润贝航科,炼化及贸,9.997014999389648,36.86,1.85870956,3.5430376529693604,0.36608762,135548,135548,0,1/1,1
001332,锡装股份,专用设备,10.009267807006836,47.48,2.32294298,7.661491870880127,0.3484372,140003,140003,0,1/1,1
603687,大胜达,包装印刷,9.97706413269043,19.18,11.20762256,11.225713729858398,1.11401276,140051,145257,1,1/1,1
600206,有研新材,半导体,9.996588706970215,32.24,35.73136656,13.57193374633789,0.72474036,141342,141342,0,1/1,1
600732,爱旭股份,光伏设备,10.027347564697266,12.07,7.2534728,3.0607993602752686,0.69060194,143257,143257,0,1/1,1
002459,晶澳科技,光伏设备,9.975961685180664,9.15,7.0211136,2.5026140213012695,1.58690746,144903,144903,0,1/1,1
603375,盛景微,半导体,10.00879955291748,50.01,2.04585761,6.7396321296691895,0.98904777,144943,144943,0,1/1,1
