code,name,industry,pct,price,amount_yi,turnover,fund_yi,first_seal,last_seal,breaks,stat,limit_boards
603500,祥和实业,轨交设备,9.990108489990234,11.12,1.4037789,3.8067128658294678,1.3457901,093001,093001,0,1/1,1
605398,新炬网络,IT服务Ⅱ,10.008665084838867,25.39,1.34794977,3.2786428928375244,0.41658896,093059,093526,1,4/2,1
002585,双星新材,塑料,9.972041130065918,11.8,8.54372368,8.306861877441406,1.8157722,093218,093218,0,1/1,1
001376,百通能源,电力,10.022953033447266,14.38,2.38035526,7.947341442108154,0.91954348,093336,093336,0,1/1,1
000536,华映科技,光学光电,10.133333206176758,4.13,4.49310416,3.980964422225952,0.76222867,093339,093554,1,1/1,1
600828,茂业商业,一般零售,10.0,4.95,1.50130714,1.776562213897705,0.24897059,093430,093430,0,1/1,1
002590,万安科技,汽车零部,9.991158485412598,12.44,1.93095395,3.183257818222046,1.95356976,093800,093800,0,1/1,1
002806,华锋股份,汽车零部,10.0,20.68,5.67502112,16.206228256225586,0.75259565,093800,093800,0,10/5,1
600353,旭光电子,其他电子,9.983360290527344,26.44,13.08387872,6.111843109130859,0.75389958,093903,094148,2,1/1,1
600868,梅雁吉祥,电力,9.883721351623535,3.78,11.67203152,16.493696212768555,0.59949091,093905,112838,3,1/1,1
002213,大为股份,半导体,10.005701065063477,38.59,5.80503504,7.43721342086792,1.44852929,094127,094127,0,1/1,1
000718,苏宁环球,房地产开,9.852216720581055,2.23,1.26748814,2.5509088039398193,1.01403967,094209,094209,0,1/1,1
603516,淳中科技,计算机设,10.0,126.39,11.55434096,4.601069927215576,1.61456905,094444,094808,1,1/1,1
600667,太极实业,工程咨询,10.020174980163574,16.36,30.64278464,9.242283821105957,2.38508546,094534,094534,0,3/2,1
600482,中国动力,其他电源,10.002762794494629,39.81,27.5080416,3.082736015319824,1.12260577,094610,141822,2,1/1,1
603920,世运电路,元件,10.001754760742188,62.69,21.58910976,4.869289875030518,1.49234798,094905,095408,1,1/1,1
603610,麒盛科技,家居用品,10.022778511047363,19.32,2.72707744,4.074248313903809,0.5877229,095034,095756,1,1/1,1
003011,海象新材,家居用品,9.980620384216309,22.7,1.77086661,10.291403770446777,0.0558874,095251,144254,3,1/1,1
600703,三安光电,光学光电,9.993552207946777,17.06,45.6772096,5.504467964172363,4.42668751,095330,095330,0,1/1,1
000670,盈方微,其他电子,10.01137638092041,9.67,9.29230784,12.06019115447998,1.00584439,095409,095409,0,1/1,1
003036,泰坦股份,专用设备,10.007347106933594,74.86,7.67349216,4.861947536468506,1.56323774,095509,100312,1,1/1,1
600246,万通发展,房地产开,10.029153823852539,18.87,27.00333136,7.9837565422058105,1.65529564,095743,100116,1,1/1,1
600226,亨通股份,电力,10.0,6.71,15.82486704,8.07960319519043,0.37968957,095906,143739,6,1/1,1
000520,凤凰航运,航运港口,10.0,4.18,2.69719328,6.521181583404541,0.09672102,100506,104112,1,1/1,1
002971,和远气体,化学制品,10.002942085266113,37.39,5.66818672,9.975406646728516,1.62647247,100530,100530,0,1/1,1
002931,锋龙股份,通用设备,10.0,57.86,4.90216496,4.402125835418701,0.64671915,100806,100806,0,1/1,1
600293,三峡新材,玻璃玻纤,10.091742515563965,3.6,2.74666352,6.873083114624023,0.3605688,101633,101654,1,1/1,1
