code,name,industry,pct,price,amount_yi,turnover,fund_yi,first_seal,last_seal,breaks,stat,limit_boards
002648,卫星化学,化学原料,10.004368782043457,25.18,6.2860064,0.7415539026260376,6.62968702,092500,092500,0,1/1,1
603757,大元泵业,通用设备,10.004864692687988,67.84,5.09399024,4.025162220001221,0.62380101,092503,092503,0,1/1,1
600777,新潮能源,油气开采,9.979633331298828,5.4,3.68337712,1.0779008865356445,0.68268965,092504,101646,5,1/1,1
000882,华联股份,一般零售,9.774435997009277,1.46,0.98270072,2.4712579250335693,0.15340495,093009,093009,0,1/1,1
600506,统一股份,炼化及贸,9.986595153808594,16.41,1.93412432,4.736764430999756,0.11415452,093159,093159,0,1/1,1
000756,新华制药,化学制药,9.983633041381836,13.44,1.41000674,2.1266937255859375,0.74124865,093206,093303,1,1/1,1
000566,海南海药,化学制药,9.97304630279541,4.08,1.13666522,2.1781606674194336,0.37268821,093206,093300,1,1/1,1
002580,圣阳股份,电池,10.009488105773926,23.19,13.98178912,13.543207168579102,1.70975232,093239,094457,1,1/1,1
002921,联诚精密,汽车零部,10.021322250366211,25.8,1.1438342,3.5337817668914795,0.4378776,093336,093512,1,1/1,1
002584,西陇科学,电子化学,9.989023208618164,10.02,6.98116096,15.071385383605957,0.84259021,093418,093951,1,1/1,1
002549,凯美特气,化学制品,10.017678260803223,18.67,10.47506096,8.208367347717285,0.62539477,093639,093639,0,1/1,1
002453,华软科技,化学制品,9.959349632263184,5.41,1.23145376,3.8345754146575928,0.07607542,093800,093800,0,1/1,1
002728,特一药业,中药Ⅱ,9.975062370300293,8.82,1.29289896,2.9963574409484863,0.57998529,093909,093909,0,1/1,1
603106,恒银科技,计算机设,10.068026542663574,8.09,1.17685773,2.8363101482391357,0.61375666,093925,094237,1,1/1,1
000551,创元科技,环保设备,9.993468284606934,16.84,2.87179424,3.621426820755005,2.75657967,094100,094100,0,1/1,1
601011,宝泰隆,焦炭Ⅱ,10.037175178527832,2.96,1.78360979,3.2007899284362793,0.04652528,094111,094244,1,1/1,1
002196,方正电机,电机Ⅱ,10.015772819519043,13.95,6.33133056,9.427112579345703,0.93349215,094142,094142,0,1/1,1
002038,双鹭药业,化学制药,9.920635223388672,5.54,1.48314741,3.2097368240356445,0.7059438,094218,094345,1,1/1,1
605366,宏柏新材,化学制品,9.979633331298828,10.8,2.44292025,3.02062726020813,0.66631442,094221,094221,0,1/1,1
603725,天安新材,家居用品,9.97304630279541,12.24,3.13799584,8.537643432617188,0.11117592,094254,145033,3,1/1,1
605167,利柏特,专业工程,10.033002853393555,16.67,2.68262444,3.285249710083008,1.21483125,094321,094321,0,1/1,1
603717,天域生物,基础建设,10.048623085021973,6.79,1.85641629,9.622417449951172,0.35485477,094321,112048,2,1/1,1
605118,力鼎光电,计算机设,10.006414413452148,34.3,0.73162477,0.5395622253417969,1.1319686,094346,094346,0,1/1,1
002370,亚太药业,化学制药,9.959349632263184,5.41,1.09269877,2.7846438884735107,0.63767945,094357,094357,0,1/1,1
600488,津药药业,化学制药,9.955751419067383,4.97,7.1776496,13.489337921142578,0.27453783,094506,144633,1,1/1,1
600843,上工申贝,专用设备,10.0,8.58,2.30231736,5.863757133483887,0.75394176,094634,094634,0,1/1,1
600719,大连热电,电力,10.011122703552246,9.89,6.69068976,17.095197677612305,0.43116048,094907,130037,1,1/1,1
000813,德展健康,化学制药,10.0,3.19,1.89104717,2.8835031986236572,0.301455,094939,101506,1,1/1,1
603210,泰鸿万立,汽车零部,10.0,14.3,0.74828034,2.3166842460632324,0.5990719,095103,095103,0,1/1,1
603122,合富中国,医疗服务,9.991386413574219,12.77,1.79278568,3.625500440597534,0.62311215,095218,095218,0,1/1,1
600881,亚泰集团,综合Ⅱ,9.933774948120117,1.66,1.5381945,2.931588649749756,0.15050272,095219,095421,2,1/1,1
603466,风语筑,数字媒体,9.979423522949219,10.69,4.7813328,7.7071075439453125,0.46138275,095456,095456,0,1/1,1
002021,中捷资源,专用设备,9.876543045043945,2.67,0.99485642,3.2163710594177246,0.35492379,095718,095718,0,1/1,1
002522,浙江众成,塑料,9.971098899841309,7.61,6.2293776,9.313239097595215,0.81891263,095818,100039,1,1/1,1
600379,宝光股份,电网设备,10.01602554321289,13.73,3.7402232,8.483073234558105,0.35705963,100222,100246,1,1/1,1
002031,巨轮智能,专用设备,9.94575023651123,6.08,6.46341024,5.737858772277832,1.3274861,100315,100315,0,1/1,1
001206,依依股份,个护用品,10.02967357635498,18.54,1.20475031,6.247450351715088,0.46370319,100409,100409,0,1/1,1
002374,中锐股份,包装印刷,10.0,3.52,2.82378112,7.573660373687744,0.14625181,100527,130506,1,1/1,1
002141,贤丰控股,元件,10.0,4.95,10.04762432,20.383094787597656,0.12928905,100712,145248,2,10/5,1
000691,亚太实业,化学原料,9.991386413574219,12.77,2.73334304,6.858882904052734,0.98732532,100806,100806,0,1/1,1
000042,中洲控股,房地产开,10.0,9.9,0.85411458,1.3409383296966553,0.3080088,101036,101109,1,1/1,1
001225,和泰机电,专用设备,9.995194435119629,45.78,0.66350788,7.120662212371826,0.91120512,101133,101133,0,1/1,1
600743,华远控股,一般零售,9.954751014709473,2.43,2.03798738,3.6678054332733154,0.36288378,101248,102039,1,1/1,1
002962,五方光电,光学光电,9.994120597839355,18.71,6.94210416,18.246793746948242,0.32938955,101248,102706,1,1/1,1
600707,彩虹股份,光学光电,10.0,13.64,48.74317568,10.258445739746094,0.28901291,101250,145656,4,4/2,1
