local_time,quote_time,code,name,price,pct,open,high,low,prev_close,amount,trigger_price,invalid_price
2026-06-01T09:25:48,2026-06-01 09:25:00,000791,甘肃能源,9.88,0.4065,9.88,9.88,9.88,9.84,16423524.0,9.84,9.0
2026-06-01T09:25:48,2026-06-01 09:25:00,000692,惠天热电,5.32,0.9488,5.32,5.32,5.32,5.27,5086095.56,5.27,4.79
2026-06-01T09:25:48,2026-06-01 09:25:36,600982,宁波能源,6.72,1.9727,6.72,6.72,6.72,6.59,8439648.0,6.59,6.0
2026-06-01T09:25:48,2026-06-01 09:25:36,603861,白云电器,17.0,-0.2933,17.0,17.0,17.0,17.05,7328700.0,17.05,15.24
2026-06-01T09:25:48,2026-06-01 09:25:00,000859,国风新材,10.65,-1.2059,10.65,10.65,10.65,10.78,15255060.0,10.78,9.74
2026-06-01T09:25:48,2026-06-01 09:25:20,600032,浙江新能,10.8,1.7908,10.8,10.8,10.8,10.61,13956840.0,10.61,9.45
2026-06-01T09:25:48,2026-06-01 09:25:32,601369,陕鼓动力,9.58,-0.2083,9.58,9.58,9.58,9.6,1379520.0,9.6,8.74
2026-06-01T09:25:48,2026-06-01 09:25:00,002878,元隆雅图,16.14,0.9381,16.14,16.14,16.14,15.99,4139910.0,15.99,14.27
2026-06-01T09:25:48,2026-06-01 09:25:00,002639,雪人集团,16.88,-1.7462,16.88,16.88,16.88,17.18,10931488.0,17.18,15.04
2026-06-01T09:25:48,2026-06-01 09:25:00,003018,金富科技,67.51,0.2673,67.51,67.51,67.51,67.33,9653930.0,67.33,58.71
2026-06-01T09:25:48,2026-06-01 09:25:00,000530,冰山冷热,6.2,-0.4815,6.2,6.2,6.2,6.23,11240600.0,6.23,5.59
2026-06-01T09:25:48,2026-06-01 09:25:00,002552,宝鼎科技,51.93,-10.0,51.93,51.93,51.93,57.7,103475718.0,57.7,50.53
2026-06-01T09:30:50,2026-06-01 09:30:48,000791,甘肃能源,9.78,-0.6098,9.88,9.94,9.69,9.84,78343843.0,9.84,9.0
